Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)
85	Spectrogram 1	1	1243.090437299	1243.253753826	395.7	2857.7	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	43.0904
86	Spectrogram 1	1	1241.708528231	1241.934658806	87.9	1297.0	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	41.7085
87	Spectrogram 1	1	1240.653252216	1240.829131552	65.9	835.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	40.6532
88	Spectrogram 1	1	1245.213552140	1245.401994286	395.7	2528.0	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	45.2136
89	Spectrogram 1	1	1244.334155460	1244.434657938	197.8	769.4	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	44.3341
90	Spectrogram 1	1	1244.158276125	1244.258778602	307.8	791.4	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	44.1583
91	Spectrogram 1	1	1244.020085218	1244.082899266	241.8	769.4	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	44.0201
92	Spectrogram 1	1	1244.597974464	1244.736165371	87.9	1275.0	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	44.5980
93	Spectrogram 1	1	1244.447220748	1244.535160416	87.9	857.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	44.4472
94	Spectrogram 1	1	1244.246215793	1244.334155460	65.9	769.4	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	44.2462
95	Spectrogram 1	1	1244.082899266	1244.170838934	65.9	857.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	44.0829
96	Spectrogram 1	1	1245.477371144	1245.577873622	219.8	1165.1	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	45.4774
97	Spectrogram 1	1	1245.653250480	1245.753752957	219.8	1187.1	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	45.6532
98	Spectrogram 1	1	1245.866818245	1245.992446342	241.8	1165.1	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	45.8668
99	Spectrogram 1	1	1246.645712447	1246.758777734	351.7	813.4	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	46.6457
100	Spectrogram 1	1	1246.809028973	1246.922094260	351.7	747.4	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	46.8090
101	Spectrogram 1	1	1246.997471119	1247.123099216	285.8	791.4	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	46.9975
102	Spectrogram 1	1	1247.336666981	1247.437169458	65.9	879.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	47.3367
103	Spectrogram 1	1	1247.512546317	1247.613048794	44.0	923.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	47.5125
104	Spectrogram 1	1	1247.675862843	1247.801490940	87.9	1011.2	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	47.6759
105	Spectrogram 1	1	1248.065309944	1248.178375231	263.8	1209.0	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	48.0653
106	Spectrogram 1	1	1248.216063660	1248.354254567	263.8	1231.0	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	48.2161
107	Spectrogram 1	1	1248.492445474	1248.492445474	703.4	703.4	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	48.4924
108	Spectrogram 1	1	1248.881892575	1248.982395053	44.0	923.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	48.8819
109	Spectrogram 1	1	1249.170837198	1249.258776866	197.8	857.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	49.1708
110	Spectrogram 1	1	1248.994957862	1249.120585959	263.8	835.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	48.9950
111	Spectrogram 1	1	1250.188424785	1250.364304120	22.0	1978.4	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	50.1884
112	Spectrogram 1	1	1250.829128080	1250.942193367	197.8	1253.0	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	50.8291
113	Spectrogram 1	1	1250.992444606	1251.092947084	219.8	1319.0	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	50.9924
114	Spectrogram 1	1	1251.105509893	1251.243700800	637.5	1340.9	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	51.1055
115	Spectrogram 1	1	1251.344203278	1251.444705755	219.8	945.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	51.3442
116	Spectrogram 1	1	1251.520082614	1251.633147901	285.8	813.4	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	51.5201
117	Spectrogram 1	1	1252.110534670	1252.223599957	65.9	857.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	52.1105
118	Spectrogram 1	1	1252.286414006	1252.399479293	44.0	923.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	52.2864
119	Spectrogram 1	1	1252.474856151	1252.613047058	44.0	901.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	52.4749
120	Spectrogram 1	1	1252.600484248	1252.713549536	373.7	857.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	52.6005
121	Spectrogram 1	1	1252.738675155	1252.876866062	351.7	835.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	52.7387
122	Spectrogram 1	1	1255.113046190	1255.238674287	373.7	2198.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	55.1130
123	Spectrogram 1	1	1254.912041235	1255.050232142	439.7	1516.8	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	54.9120
124	Spectrogram 1	1	1255.276362716	1255.414553623	263.8	2132.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	55.2764
125	Spectrogram 1	1	1255.427116433	1255.527618911	175.9	1231.0	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	55.4271
126	Spectrogram 1	1	1255.565307340	1255.690935437	219.8	1209.0	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	55.5653
127	Spectrogram 1	1	1256.030131299	1256.155759396	87.9	2088.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	56.0301
128	Spectrogram 1	1	1256.344201542	1256.469829639	44.0	857.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	56.3442
129	Spectrogram 1	1	1256.545206497	1256.645708975	109.9	945.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	56.5452
130	Spectrogram 1	1	1256.645708975	1256.733648643	175.9	923.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	56.6457
131	Spectrogram 1	1	1256.821588310	1256.884402359	109.9	879.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	56.8216
132	Spectrogram 1	1	1257.060281695	1257.198472602	87.9	2088.3	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	57.0603
133	Spectrogram 1	1	1258.128120520	1258.266311427	373.7	1187.1	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	58.1281
134	Spectrogram 1	1	1258.341688285	1258.492442002	175.9	1362.9	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	58.3417
135	Spectrogram 1	1	1258.530130431	1258.668321338	219.8	1297.0	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	58.5301
136	Spectrogram 1	1	1258.668321338	1258.793949435	175.9	1187.1	S1130_048K_LVR_10458035_20250526_153000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_153000.flac	58.6683
137	Spectrogram 1	1	2423.090444244	2423.366826057	175.9	1450.9	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	23.0904
138	Spectrogram 1	1	2421.030143452	2421.557781459	153.9	835.3	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	21.0301
139	Spectrogram 1	1	2425.200996275	2425.628131805	197.8	1011.2	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	25.2010
140	Spectrogram 1	1	2424.535167360	2424.723609506	461.6	2264.2	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	24.5352
141	Spectrogram 1	1	2405.854269324	2406.042711470	44.0	2154.3	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	5.8543
142	Spectrogram 1	1	2406.155776757	2406.306530474	87.9	901.3	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	6.1558
143	Spectrogram 1	1	2406.344218903	2406.444721380	109.9	835.3	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	6.3442
144	Spectrogram 1	1	2406.507535429	2406.670851955	109.9	967.2	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	6.5075
145	Spectrogram 1	1	2403.655777625	2403.756280103	769.4	1714.6	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	3.6558
146	Spectrogram 1	1	2403.806531342	2403.944722248	747.4	1758.6	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	3.8065
147	Spectrogram 1	1	2402.512561942	2402.625627229	351.7	1560.8	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	2.5126
148	Spectrogram 1	1	2402.311556986	2402.437185083	329.7	1714.6	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	2.3116
149	Spectrogram 1	1	2400.276381814	2400.414572720	373.7	1516.8	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	0.2764
150	Spectrogram 1	1	2400.452261149	2400.653266105	351.7	1736.6	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	0.4523
151	Spectrogram 1	1	2415.025120411	2415.188436937	219.8	1956.5	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	15.0251
152	Spectrogram 1	1	2415.200999747	2415.351753463	241.8	1956.5	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	15.2010
153	Spectrogram 1	1	2409.133162658	2409.309041994	241.8	2044.4	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	9.1332
154	Spectrogram 1	1	2409.384418852	2409.497484139	175.9	2198.3	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	9.3844
155	Spectrogram 1	1	2410.791453539	2410.954770066	219.8	1846.5	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	10.7915
156	Spectrogram 1	1	2410.992458495	2411.143212211	197.8	1934.5	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	10.9925
157	Spectrogram 1	1	2411.608036170	2411.733664268	219.8	1692.7	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	11.6080
158	Spectrogram 1	1	2411.834166745	2411.972357652	241.8	1692.7	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	11.8342
159	Spectrogram 1	1	2412.801503093	2413.040196477	989.2	2550.0	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	12.8015
160	Spectrogram 1	1	2404.309043730	2404.422109017	813.4	1604.7	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	4.3090
161	Spectrogram 1	1	2404.422109017	2404.522611495	681.5	1384.9	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	4.4221
162	Spectrogram 1	1	2404.786430499	2404.886932977	835.3	1582.7	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	4.7864
163	Spectrogram 1	1	2404.912058596	2405.025123883	923.3	1560.8	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	4.9121
164	Spectrogram 1	1	2405.389445365	2405.489947843	813.4	1648.7	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	5.3894
165	Spectrogram 1	1	2408.341705646	2408.479896553	967.2	1538.8	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	8.3417
166	Spectrogram 1	1	2408.492459363	2408.655775889	1077.1	1494.8	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	8.4925
167	Spectrogram 1	1	2408.680901508	2408.806529605	1077.1	1626.7	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	8.6809
168	Spectrogram 1	1	2425.992453286	2426.231146671	1055.2	2044.4	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	25.9925
169	Spectrogram 1	1	2426.620593772	2426.783910298	153.9	1692.7	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	26.6206
170	Spectrogram 1	1	2426.796473108	2426.896975585	175.9	1428.9	S1130_048K_LVR_10458035_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_160000.flac	26.7965
