Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 95% (Hz)	BW 90% (Hz)
2847	Spectrogram 1	1	34801.306532210	34801.670853691	3070.052	3432.488	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	1.3065	3304.688	3093.750	3421.875	328.125
2848	Spectrogram 1	1	34801.658290881	34802.022612363	3070.052	3496.448	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	1.6583	3445.312	3117.188	3492.188	375.000
2849	Spectrogram 1	1	34802.386933845	34802.788943755	2984.772	3389.849	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	2.3869	3164.062	3000.000	3375.000	375.000
2850	Spectrogram 1	1	34802.851757804	34803.228642095	3347.209	3667.006	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	2.8518	3492.188	3398.438	3632.812	234.375
2851	Spectrogram 1	1	34802.801506565	34803.153265237	3496.448	3794.925	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	2.8015	3609.375	3515.625	3750.000	234.375
2852	Spectrogram 1	1	34803.115576808	34803.492461099	3006.092	3325.889	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	3.1156	3164.062	3023.438	3304.688	281.250
2853	Spectrogram 1	1	34803.442209860	34803.831656961	3219.290	3645.686	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	3.4422	3492.188	3328.125	3632.812	304.688
2854	Spectrogram 1	1	34804.007536297	34804.396983398	3048.732	3453.808	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	4.0075	3375.000	3093.750	3445.312	351.562
2855	Spectrogram 1	1	34804.396983398	34804.861807357	3453.808	3858.884	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	4.3970	3585.938	3468.750	3796.875	328.125
2856	Spectrogram 1	1	34804.673365211	34805.025123883	3347.209	3645.686	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	4.6734	3492.188	3398.438	3632.812	234.375
2857	Spectrogram 1	1	34804.623113973	34804.999998264	2984.772	3283.250	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	4.6231	3140.625	3000.000	3257.812	257.812
2858	Spectrogram 1	1	34804.422109017	34804.798993309	3155.331	3432.488	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	4.4221	3351.562	3164.062	3421.875	257.812
2859	Spectrogram 1	1	34804.987435454	34805.402008175	3325.889	3667.006	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	4.9874	3492.188	3375.000	3632.812	257.812
2860	Spectrogram 1	1	34806.281404854	34806.683414765	3027.412	3432.488	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	6.2814	3281.250	3070.312	3421.875	351.562
2861	Spectrogram 1	1	34806.143213947	34806.444721380	3112.691	3496.448	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	6.1432	3445.312	3164.062	3492.188	328.125
2862	Spectrogram 1	1	34806.118088328	34806.507535429	3496.448	3858.884	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	6.1181	3609.375	3515.625	3796.875	281.250
2863	Spectrogram 1	1	34806.457284190	34806.834168481	3304.569	3624.366	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	6.4573	3492.188	3375.000	3609.375	234.375
2864	Spectrogram 1	1	34807.839193258	34808.253765978	3112.691	3496.448	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	7.8392	3445.312	3140.625	3492.188	351.562
2865	Spectrogram 1	1	34808.128137881	34808.467333743	3006.092	3453.808	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	8.1281	3398.438	3046.875	3445.312	398.438
2866	Spectrogram 1	1	34808.216077549	34808.555273411	3304.569	3794.925	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	8.2161	3515.625	3375.000	3726.562	351.562
2867	Spectrogram 1	1	34808.505022172	34808.932157703	3325.889	3709.646	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	8.5050	3515.625	3375.000	3679.688	304.688
2868	Spectrogram 1	1	34809.396981662	34809.798991572	3517.767	3837.564	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	9.3970	3609.375	3539.062	3796.875	257.812
2869	Spectrogram 1	1	34809.723614714	34810.100499005	3432.488	3624.366	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	9.7236	3515.625	3445.312	3609.375	164.062
2870	Spectrogram 1	1	34809.723614714	34810.163313054	3091.371	3368.529	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	9.7236	3187.500	3093.750	3351.562	257.812
2871	Spectrogram 1	1	34810.075373386	34810.477383297	3112.691	3432.488	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	10.0754	3328.125	3117.188	3421.875	304.688
2872	Spectrogram 1	1	34811.658287409	34811.984920462	2984.772	3347.209	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	11.6583	3164.062	3000.000	3328.125	328.125
2873	Spectrogram 1	1	34811.758789887	34811.758789887	3411.168	3411.168	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	11.7588	3421.875	3421.875	3421.875	0.000
2874	Spectrogram 1	1	34811.783915506	34812.035171701	3112.691	3496.448	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	11.7839	3445.312	3164.062	3492.188	328.125
2875	Spectrogram 1	1	34812.010046081	34812.424618801	3283.250	3624.366	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	12.0100	3492.188	3375.000	3609.375	234.375
2876	Spectrogram 1	1	34811.231151879	34811.683413029	3261.930	3667.006	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	11.2311	3492.188	3351.562	3632.812	281.250
2877	Spectrogram 1	1	34812.814065902	34813.140698955	3261.930	3645.686	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	12.8141	3492.188	3375.000	3632.812	257.812
2878	Spectrogram 1	1	34813.329141100	34813.643211343	3048.732	3368.529	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	13.3291	3210.938	3070.312	3351.562	281.250
2879	Spectrogram 1	1	34813.530146056	34813.919593157	3070.052	3560.407	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	13.5301	3445.312	3117.188	3539.062	421.875
2880	Spectrogram 1	1	34813.768839440	34814.183412161	3304.569	3624.366	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	13.7688	3492.188	3375.000	3609.375	234.375
2881	Spectrogram 1	1	34814.912055124	34815.301502225	3070.052	3411.168	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	14.9121	3234.375	3093.750	3398.438	304.688
2882	Spectrogram 1	1	34814.585422071	34814.974869172	3325.889	3667.006	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	14.5854	3492.188	3375.000	3632.812	257.812
2883	Spectrogram 1	1	34815.577884038	34815.954768329	3091.371	3517.767	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	15.5779	3445.312	3140.625	3515.625	375.000
2884	Spectrogram 1	1	34815.276376605	34815.640698087	3134.011	3453.808	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	15.2764	3398.438	3164.062	3445.312	281.250
2885	Spectrogram 1	1	34816.658285673	34816.947230296	3048.732	3411.168	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	16.6583	3281.250	3093.750	3398.438	304.688
2886	Spectrogram 1	1	34816.231150143	34816.670848483	3283.250	3688.326	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	16.2311	3515.625	3375.000	3656.250	281.250
2887	Spectrogram 1	1	34816.909541867	34817.336677397	3283.250	3645.686	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	16.9095	3492.188	3375.000	3632.812	257.812
2888	Spectrogram 1	1	34817.123109632	34817.562807972	3112.691	3517.767	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	17.1231	3445.312	3164.062	3515.625	351.562
2889	Spectrogram 1	1	34817.462305494	34817.826626976	3048.732	3411.168	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	17.4623	3234.375	3093.750	3398.438	304.688
2890	Spectrogram 1	1	34817.688436069	34818.090445980	3432.488	3794.925	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	17.6884	3539.062	3445.312	3726.562	281.250
2891	Spectrogram 1	1	34817.889441025	34818.291450935	3261.930	3624.366	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	17.8894	3492.188	3351.562	3609.375	257.812
2892	Spectrogram 1	1	34818.404516223	34818.718586465	2942.133	3368.529	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	18.4045	3164.062	2953.125	3351.562	398.438
2893	Spectrogram 1	1	34818.680898036	34819.108033566	3240.610	3603.047	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	18.6809	3468.750	3328.125	3585.938	257.812
2894	Spectrogram 1	1	34818.994968279	34819.409540999	3112.691	3560.407	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	18.9950	3468.750	3164.062	3539.062	375.000
2895	Spectrogram 1	1	34819.484917858	34819.899490578	3475.128	3773.605	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	19.4849	3585.938	3492.188	3750.000	257.812
2896	Spectrogram 1	1	34819.522606287	34819.899490578	3304.569	3645.686	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	19.5226	3492.188	3375.000	3632.812	257.812
2897	Spectrogram 1	1	34819.510043477	34819.886927768	3155.331	3496.448	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	19.5100	3445.312	3187.500	3492.188	304.688
2898	Spectrogram 1	1	34820.364314537	34820.741198828	3091.371	3368.529	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	20.3643	3187.500	3093.750	3351.562	257.812
2899	Spectrogram 1	1	34820.640696351	34821.067831881	3283.250	3539.087	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	20.6407	3468.750	3351.562	3539.062	187.500
2900	Spectrogram 1	1	34820.954766593	34821.306525265	3112.691	3517.767	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	20.9548	3445.312	3164.062	3515.625	351.562
2901	Spectrogram 1	1	34820.942203784	34821.369339314	3453.808	3752.285	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	20.9422	3562.500	3468.750	3726.562	257.812
2902	Spectrogram 1	1	34821.306525265	34821.708535176	3411.168	3624.366	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	21.3065	3492.188	3421.875	3609.375	187.500
2903	Spectrogram 1	1	34821.369339314	34821.796474844	3197.970	3411.168	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	21.3693	3351.562	3210.938	3398.438	187.500
2904	Spectrogram 1	1	34821.871851702	34822.248735993	3304.569	3581.727	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	21.8719	3468.750	3351.562	3562.500	210.938
2905	Spectrogram 1	1	34822.072856657	34822.449740949	2963.453	3347.209	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	22.0729	3140.625	2976.562	3328.125	351.562
2906	Spectrogram 1	1	34822.399489710	34822.826625240	3176.651	3581.727	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	22.3995	3468.750	3234.375	3562.500	328.125
2907	Spectrogram 1	1	34822.675871523	34823.065318624	3411.168	3773.605	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	22.6759	3539.062	3421.875	3726.562	304.688
2908	Spectrogram 1	1	34822.927127718	34823.354263248	3389.849	3667.006	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	22.9271	3515.625	3421.875	3632.812	210.938
2909	Spectrogram 1	1	34822.889439288	34823.266323580	3091.371	3475.128	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	22.8894	3421.875	3117.188	3468.750	351.562
2910	Spectrogram 1	1	34823.253760770	34823.605519442	3070.052	3389.849	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	23.2538	3234.375	3070.312	3375.000	304.688
2911	Spectrogram 1	1	34823.907026875	34824.233659927	3070.052	3325.889	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	23.9070	3164.062	3070.312	3304.688	234.375
2912	Spectrogram 1	1	34823.881901255	34824.221097118	3283.250	3624.366	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	23.8819	3492.188	3375.000	3609.375	234.375
2913	Spectrogram 1	1	34824.296473976	34824.685921077	3283.250	3645.686	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	24.2965	3492.188	3375.000	3632.812	257.812
2914	Spectrogram 1	1	34824.484916121	34824.836674793	3517.767	3816.245	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	24.4849	3609.375	3539.062	3773.438	234.375
2915	Spectrogram 1	1	34824.786423554	34825.226121894	3389.849	3709.646	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	24.7864	3515.625	3421.875	3679.688	257.812
2916	Spectrogram 1	1	34824.912051651	34825.288935943	3134.011	3432.488	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	24.9120	3328.125	3140.625	3421.875	281.250
2917	Spectrogram 1	1	34825.301498752	34825.640694615	3134.011	3517.767	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	25.3015	3445.312	3187.500	3515.625	328.125
2918	Spectrogram 1	1	34825.628131805	34825.979890477	3048.732	3368.529	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	25.6281	3210.938	3070.312	3351.562	281.250
2919	Spectrogram 1	1	34826.206021051	34826.557779723	3432.488	3730.965	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	26.2060	3539.062	3445.312	3679.688	234.375
2920	Spectrogram 1	1	34826.520091294	34826.884412776	3347.209	3560.407	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	26.5201	3468.750	3375.000	3539.062	164.062
2921	Spectrogram 1	1	34826.658282201	34826.997478063	3176.651	3475.128	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	26.6583	3445.312	3234.375	3468.750	234.375
2922	Spectrogram 1	1	34827.248734257	34827.638181358	3219.290	3560.407	S1130_048K_LVR_10458035_20250527_053000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_053000.flac	27.2487	3468.750	3281.250	3539.062	257.812
