Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 95% (Hz)	BW 90% (Hz)
1324	Spectrogram 1	1	25230.527627591	25231.067828409	3261.930	3837.564	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	30.5276	3609.375	3375.000	3703.125	328.125
1325	Spectrogram 1	1	25231.419587080	25231.809034181	3240.610	3603.047	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	31.4196	3492.188	3281.250	3585.938	304.688
1326	Spectrogram 1	1	25232.010039137	25232.374360618	3304.569	3730.965	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	32.0100	3632.812	3398.438	3679.688	281.250
1327	Spectrogram 1	1	25232.386923428	25232.700993671	3453.808	3837.564	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	32.3869	3632.812	3539.062	3703.125	164.062
1328	Spectrogram 1	1	25232.424611857	25232.826621768	2920.813	3325.889	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	32.4246	3140.625	2929.688	3304.688	375.000
1329	Spectrogram 1	1	25233.266320107	25233.580390350	3261.930	3688.326	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	33.2663	3632.812	3398.438	3656.250	257.812
1330	Spectrogram 1	1	25233.655767208	25233.932149022	3240.610	3624.366	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	33.6558	3562.500	3304.688	3609.375	304.688
1331	Spectrogram 1	1	25233.919586212	25234.233656455	3070.052	3368.529	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	33.9196	3210.938	3070.312	3351.562	281.250
1332	Spectrogram 1	1	25234.271344884	25234.635666366	3411.168	3837.564	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	34.2714	3632.812	3445.312	3703.125	257.812
1333	Spectrogram 1	1	25236.143203531	25236.557776251	3475.128	3773.605	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	36.1432	3632.812	3492.188	3679.688	187.500
1334	Spectrogram 1	1	25235.113053135	25235.565314284	3261.930	3560.407	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	35.1131	3492.188	3304.688	3539.062	234.375
1335	Spectrogram 1	1	25235.540188665	25235.967324195	3176.651	3560.407	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	35.5402	3492.188	3210.938	3539.062	328.125
1336	Spectrogram 1	1	25237.160791117	25237.575363837	3070.052	3475.128	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	37.1608	3304.688	3093.750	3468.750	375.000
1337	Spectrogram 1	1	25237.349233263	25237.751243173	3347.209	3752.285	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	37.3492	3609.375	3421.875	3679.688	257.812
1338	Spectrogram 1	1	25238.040187797	25238.492448946	3325.889	3837.564	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	38.0402	3609.375	3398.438	3703.125	304.688
1339	Spectrogram 1	1	25239.283905958	25239.597976200	3261.930	3667.006	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	39.2839	3632.812	3398.438	3656.250	257.812
1340	Spectrogram 1	1	25239.874358014	25240.175865447	3261.930	3688.326	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	39.8744	3632.812	3398.438	3656.250	257.812
1341	Spectrogram 1	1	25240.351744783	25240.351744783	3730.965	3730.965	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	40.3518	3726.562	3726.562	3726.562	0.000
1342	Spectrogram 1	1	25240.138177018	25240.364307593	3475.128	3730.965	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	40.1382	3632.812	3539.062	3656.250	117.188
1343	Spectrogram 1	1	25240.791443123	25241.168327414	3347.209	3603.047	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	40.7914	3515.625	3375.000	3585.938	210.938
1344	Spectrogram 1	1	25241.595462944	25241.947221616	3368.529	3709.646	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	41.5955	3632.812	3421.875	3656.250	234.375
1345	Spectrogram 1	1	25241.783905090	25242.148226571	3155.331	3496.448	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	41.7839	3375.000	3164.062	3492.188	328.125
1346	Spectrogram 1	1	25242.374357146	25242.700990198	3411.168	3794.925	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	42.3744	3632.812	3445.312	3679.688	234.375
1347	Spectrogram 1	1	25242.700990198	25243.128125728	3325.889	3603.047	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	42.7010	3492.188	3351.562	3585.938	234.375
1348	Spectrogram 1	1	25243.668326546	25243.994959598	3219.290	3539.087	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	43.6683	3421.875	3257.812	3539.062	281.250
1349	Spectrogram 1	1	25243.731140594	25244.095462076	3453.808	3688.326	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	43.7311	3632.812	3492.188	3656.250	164.062
1350	Spectrogram 1	1	25244.723602561	25245.138175282	3517.767	3773.605	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	44.7236	3632.812	3539.062	3703.125	164.062
1351	Spectrogram 1	1	25244.849230658	25245.163300901	3240.610	3539.087	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	44.8492	3421.875	3281.250	3539.062	257.812
1352	Spectrogram 1	1	25245.628124860	25245.942195103	3219.290	3539.087	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	45.6281	3421.875	3257.812	3539.062	281.250
1353	Spectrogram 1	1	25245.804004196	25246.168325678	3411.168	3794.925	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	45.8040	3632.812	3445.312	3679.688	234.375
1354	Spectrogram 1	1	25246.143200058	25246.545209969	3389.849	3730.965	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	46.1432	3609.375	3421.875	3679.688	257.812
1355	Spectrogram 1	1	25247.412043839	25247.814053750	3453.808	3816.245	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	47.4120	3632.812	3492.188	3703.125	210.938
1356	Spectrogram 1	1	25247.072847977	25247.286415742	3283.250	3517.767	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	47.0729	3421.875	3304.688	3515.625	210.938
1357	Spectrogram 1	1	25247.839179369	25248.077872754	3283.250	3581.727	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	47.8392	3515.625	3328.125	3562.500	234.375
1358	Spectrogram 1	1	25248.555259522	25248.894455385	3368.529	3816.245	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	48.5553	3632.812	3421.875	3679.688	257.812
1359	Spectrogram 1	1	25249.610535538	25249.924605781	3219.290	3517.767	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	49.6105	3421.875	3257.812	3515.625	257.812
1360	Spectrogram 1	1	25248.969832243	25249.334153724	3475.128	3794.925	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	48.9698	3632.812	3515.625	3679.688	164.062
1361	Spectrogram 1	1	25249.108023150	25249.484907441	3283.250	3581.727	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	49.1080	3492.188	3328.125	3562.500	234.375
1362	Spectrogram 1	1	25249.861791732	25250.213550404	3411.168	3752.285	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	49.8618	3632.812	3445.312	3679.688	234.375
1363	Spectrogram 1	1	25250.288927262	25250.602997505	3389.849	3624.366	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	50.2889	3562.500	3398.438	3609.375	210.938
1364	Spectrogram 1	1	25250.640685934	25250.992444606	3411.168	3837.564	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	50.6407	3632.812	3445.312	3703.125	257.812
1365	Spectrogram 1	1	25250.464806598	25250.829128080	2984.772	3261.930	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	50.4648	3140.625	3000.000	3257.812	257.812
1366	Spectrogram 1	1	25251.281389229	25251.595459472	3240.610	3688.326	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	51.2814	3632.812	3375.000	3656.250	281.250
1367	Spectrogram 1	1	25251.708524759	25252.135660289	3261.930	3603.047	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	51.7085	3492.188	3328.125	3585.938	257.812
1368	Spectrogram 1	1	25252.575358629	25253.228624734	3411.168	3794.925	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	52.5754	3609.375	3445.312	3703.125	257.812
1369	Spectrogram 1	1	25253.580383406	25253.969830507	3261.930	3645.686	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	53.5804	3609.375	3351.562	3632.812	281.250
1370	Spectrogram 1	1	25253.907016458	25254.384403227	3261.930	3773.605	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	53.9070	3609.375	3375.000	3679.688	304.688
1371	Spectrogram 1	1	25254.798975947	25255.175860239	3304.569	3773.605	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	54.7990	3632.812	3375.000	3679.688	304.688
1372	Spectrogram 1	1	25255.251237097	25255.565307340	3368.529	3880.204	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	55.2512	3632.812	3421.875	3726.562	304.688
1373	Spectrogram 1	1	25255.540181720	25255.942191631	3219.290	3730.965	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	55.5402	3609.375	3328.125	3656.250	328.125
1374	Spectrogram 1	1	25255.954754441	25256.306513112	3261.930	3730.965	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	55.9547	3632.812	3375.000	3679.688	304.688
1375	Spectrogram 1	1	25256.821588310	25257.261286650	3347.209	3837.564	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	56.8216	3609.375	3421.875	3703.125	281.250
1376	Spectrogram 1	1	25257.613045322	25258.065306472	3325.889	3773.605	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	57.6130	3609.375	3398.438	3679.688	281.250
1377	Spectrogram 1	1	25258.128120520	25258.467316382	3219.290	3645.686	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	58.1281	3609.375	3304.688	3632.812	328.125
1378	Spectrogram 1	1	25258.907014722	25259.371838681	3283.250	3837.564	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	58.9070	3609.375	3398.438	3703.125	304.688
1379	Spectrogram 1	1	25241.419583608	25241.670839802	1812.183	2259.899	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	41.4196	1992.188	1828.125	2226.562	398.438
1380	Spectrogram 1	1	25241.620588563	25241.947221616	1641.625	2025.381	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	41.6206	1828.125	1710.938	2015.625	304.688
1381	Spectrogram 1	1	25241.947221616	25242.261291859	1577.665	1940.102	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	41.9472	1804.688	1617.188	1921.875	304.688
1382	Spectrogram 1	1	25240.100488589	25240.100488589	1876.143	1876.143	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	40.1005	1875.000	1875.000	1875.000	0.000
1383	Spectrogram 1	1	25240.138177018	25240.376870402	1556.346	1876.143	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	40.1382	1781.250	1593.750	1851.562	257.812
1384	Spectrogram 1	1	25240.050237350	25240.276367925	1790.863	2195.940	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	40.0502	1968.750	1804.688	2109.375	304.688
1385	Spectrogram 1	1	25228.655768945	25228.932150758	1620.305	1940.102	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	28.6558	1804.688	1664.062	1921.875	257.812
1386	Spectrogram 1	1	25228.819085471	25228.982401997	1876.143	2238.579	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	28.8191	2015.625	1921.875	2203.125	281.250
1387	Spectrogram 1	1	25228.994964807	25229.208532572	1641.625	1940.102	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	28.9950	1804.688	1710.938	1921.875	210.938
1388	Spectrogram 1	1	25224.861800413	25225.100493797	1641.625	1876.143	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	24.8618	1804.688	1687.500	1851.562	164.062
1389	Spectrogram 1	1	25223.077881434	25223.291449199	1641.625	1940.102	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	23.0779	1804.688	1710.938	1921.875	210.938
1390	Spectrogram 1	1	25220.603007922	25220.791450067	1620.305	1940.102	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	20.6030	1804.688	1664.062	1921.875	257.812
1391	Spectrogram 1	1	25220.263812059	25220.439691395	1897.462	2259.899	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	20.2638	2015.625	1921.875	2226.562	304.688
1392	Spectrogram 1	1	25201.457285926	25201.733667740	1876.143	2217.259	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	1.4573	2015.625	1898.438	2156.250	257.812
1393	Spectrogram 1	1	25202.876883423	25203.128139617	1620.305	1940.102	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	2.8769	1804.688	1664.062	1921.875	257.812
1394	Spectrogram 1	1	25203.718591674	25203.944722248	1812.183	2195.940	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	3.7186	1992.188	1828.125	2132.812	304.688
1395	Spectrogram 1	1	25205.866832134	25206.067837089	1854.823	2174.620	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	5.8668	2015.625	1898.438	2109.375	210.938
1396	Spectrogram 1	1	25205.339194126	25205.527636272	1598.985	1897.462	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	5.3392	1781.250	1617.188	1851.562	234.375
1397	Spectrogram 1	1	25207.600499874	25207.889444497	1662.945	2174.620	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	7.6005	1898.438	1734.375	2109.375	375.000
1398	Spectrogram 1	1	25212.160799798	25212.424618801	1598.985	1982.742	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	12.1608	1804.688	1640.625	1968.750	328.125
1399	Spectrogram 1	1	25214.208537780	25214.497482403	1769.544	2110.660	S1130_048K_LVR_10458035_20250527_013000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_013000.flac	14.2085	1921.875	1781.250	2085.938	304.688
