Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 95% (Hz)	BW 90% (Hz)
124	Spectrogram 1	1	2458.567818860	2458.982391580	0.0	980.7	S1130_048K_MGV_10457639_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_160000.flac	58.5678	187.500	23.438	820.312	796.875
125	Spectrogram 1	1	2449.459781821	2449.811540493	0.0	1087.3	S1130_048K_MGV_10457639_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_160000.flac	49.4598	210.938	23.438	843.750	820.312
126	Spectrogram 1	1	2449.861791732	2450.263801643	0.0	1066.0	S1130_048K_MGV_10457639_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_160000.flac	49.8618	210.938	23.438	843.750	820.312
127	Spectrogram 1	1	2448.190938041	2448.492445474	0.0	1087.3	S1130_048K_MGV_10457639_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_160000.flac	48.1909	234.375	23.438	843.750	820.312
128	Spectrogram 1	1	2445.942195103	2446.356767823	0.0	1023.4	S1130_048K_MGV_10457639_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_160000.flac	45.9422	210.938	23.438	820.312	796.875
129	Spectrogram 1	1	2444.711039752	2445.301491808	0.0	1129.9	S1130_048K_MGV_10457639_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_160000.flac	44.7110	187.500	46.875	843.750	796.875
130	Spectrogram 1	1	2442.286417478	2442.700990198	0.0	1129.9	S1130_048K_MGV_10457639_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_160000.flac	42.2864	210.938	23.438	867.188	843.750
131	Spectrogram 1	1	2444.057773647	2444.510034796	0.0	938.1	S1130_048K_MGV_10457639_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_160000.flac	44.0578	187.500	46.875	796.875	750.000
132	Spectrogram 1	1	2442.876869534	2443.417070352	0.0	724.9	S1130_048K_MGV_10457639_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_160000.flac	42.8769	164.062	46.875	656.250	609.375
133	Spectrogram 1	1	2413.253764242	2413.505020436	0.0	1108.6	S1130_048K_MGV_10457639_20250526_160000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250526_160000.flac	13.2538	257.812	23.438	843.750	820.312
