Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 95% (Hz)	BW 90% (Hz)	Source	Shape	Pulses
1454	Spectrogram 1	1	13210.427100000	13210.766300000	3432.488	3773.605	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	10.4271	3609.375	3468.750	3750.000	281.250			1
1455	Spectrogram 1	1	13210.464800000	13210.804000000	3155.331	3539.087	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	10.4648	3351.562	3187.500	3515.625	328.125			1
1456	Spectrogram 1	1	13212.462300000	13212.839180000	3219.290	3517.767	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	12.4623	3351.562	3257.812	3515.625	257.812			1
1457	Spectrogram 1	1	13207.763800000	13208.266310000	63.959	1087.310	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	7.7638	304.688	70.312	937.500	867.188			3
1458	Spectrogram 1	1	13211.934700000	13212.412090000	3517.767	3816.245	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	11.9347	3632.812	3539.062	3773.438	234.375			1
1459	Spectrogram 1	1	13211.997500000	13212.361820000	3368.529	3603.047	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	11.9975	3468.750	3375.000	3585.938	210.938			1
1460	Spectrogram 1	1	13214.007500000	13214.371820000	3347.209	3624.366	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	14.0075	3468.750	3351.562	3609.375	257.812			1
1461	Spectrogram 1	1	13214.183400000	13214.610540000	3453.808	3794.925	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	14.1834	3609.375	3468.750	3750.000	281.250			1
1462	Spectrogram 1	1	13214.648200000	13215.087890000	3155.331	3496.448	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	14.6482	3351.562	3164.062	3468.750	304.688			1
1463	Spectrogram 1	1	13216.105500000	13216.494950000	3304.569	3645.686	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	16.1055	3421.875	3304.688	3632.812	328.125			1
1464	Spectrogram 1	1	13216.331600000	13216.733610000	3475.128	3858.884	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	16.3316	3632.812	3515.625	3820.312	304.688			1
1465	Spectrogram 1	1	13216.482400000	13216.821590000	3112.691	3496.448	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	16.4824	3328.125	3140.625	3468.750	328.125			1
1466	Spectrogram 1	1	13218.304000000	13218.643200000	3517.767	3816.245	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	18.3040	3632.812	3562.500	3773.438	210.938			1
1467	Spectrogram 1	1	13218.278900000	13218.630660000	3389.849	3645.686	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	18.2789	3562.500	3398.438	3632.812	234.375			1
1468	Spectrogram 1	1	13218.354300000	13218.680940000	3219.290	3517.767	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	18.3543	3351.562	3257.812	3515.625	257.812			1
1469	Spectrogram 1	1	13219.484900000	13219.899470000	3496.448	3773.605	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	19.4849	3609.375	3515.625	3750.000	234.375			1
1470	Spectrogram 1	1	13220.364300000	13220.703500000	3432.488	3603.047	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	20.3643	3515.625	3445.312	3585.938	140.625			1
1471	Spectrogram 1	1	13220.314100000	13220.690990000	3219.290	3453.808	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	20.3141	3351.562	3257.812	3445.312	187.500			1
1472	Spectrogram 1	1	13221.746200000	13222.160780000	3539.087	3730.965	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	21.7462	3632.812	3562.500	3726.562	164.062			1
1473	Spectrogram 1	1	13222.650700000	13223.052710000	3411.168	3539.087	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	22.6507	3492.188	3421.875	3539.062	117.188			1
1474	Spectrogram 1	1	13222.361800000	13222.751250000	3112.691	3389.849	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	22.3618	3304.688	3117.188	3375.000	257.812			1
1475	Spectrogram 1	1	13223.957300000	13224.346750000	3453.808	3773.605	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	23.9573	3609.375	3468.750	3750.000	281.250			1
1476	Spectrogram 1	1	13224.384400000	13224.849230000	3347.209	3581.727	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	24.3844	3398.438	3351.562	3562.500	210.938			1
1477	Spectrogram 1	1	13224.962300000	13225.389440000	3155.331	3432.488	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	24.9623	3328.125	3164.062	3398.438	234.375			1
1478	Spectrogram 1	1	13225.967300000	13226.394430000	3347.209	3603.047	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	25.9673	3398.438	3351.562	3585.938	234.375			1
1479	Spectrogram 1	1	13226.557800000	13226.997500000	3453.808	3794.925	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	26.5578	3609.375	3468.750	3750.000	281.250			1
1480	Spectrogram 1	1	13227.098000000	13227.474880000	3197.970	3453.808	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	27.0980	3351.562	3234.375	3445.312	210.938			1
1481	Spectrogram 1	1	13227.500000000	13227.927140000	3389.849	3624.366	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	27.5000	3539.062	3398.438	3609.375	210.938			1
1482	Spectrogram 1	1	13228.680900000	13229.070350000	3453.808	3730.965	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	28.6809	3609.375	3468.750	3726.562	257.812			1
1483	Spectrogram 1	1	13228.542700000	13228.969840000	3027.412	3304.569	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	28.5427	3140.625	3046.875	3257.812	210.938			1
1484	Spectrogram 1	1	13229.120600000	13229.510050000	3112.691	3368.529	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	29.1206	3257.812	3117.188	3351.562	234.375			1
1485	Spectrogram 1	1	13229.447200000	13229.798950000	3283.250	3667.006	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	29.4472	3445.312	3304.688	3656.250	351.562			1
1486	Spectrogram 1	1	13230.439700000	13230.879400000	3048.732	3347.209	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	30.4397	3187.500	3070.312	3328.125	257.812			1
1487	Spectrogram 1	1	13231.080400000	13231.419600000	3475.128	3730.965	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	31.0804	3609.375	3492.188	3726.562	234.375			1
1488	Spectrogram 1	1	13231.507500000	13231.871820000	3389.849	3645.686	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	31.5075	3562.500	3398.438	3632.812	234.375			1
1489	Spectrogram 1	1	13231.444700000	13231.909530000	3176.651	3432.488	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	31.4447	3351.562	3210.938	3398.438	187.500			1
1490	Spectrogram 1	1	13232.738700000	13233.228650000	3475.128	3816.245	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	32.7387	3609.375	3515.625	3773.438	257.812			1
1491	Spectrogram 1	1	13232.361800000	13232.851750000	2920.813	3240.610	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	32.3618	3117.188	2953.125	3210.938	257.812			1
1492	Spectrogram 1	1	13207.022600000	13207.273860000	1662.945	1961.422	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	7.0226	1851.562	1710.938	1945.312	234.375			1
1493	Spectrogram 1	1	13204.623100000	13204.861800000	1662.945	1940.102	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	4.6231	1851.562	1710.938	1921.875	210.938			1
1494	Spectrogram 1	1	13228.442200000	13228.680890000	1641.625	2025.381	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	28.4422	1851.562	1710.938	1992.188	281.250			1
1495	Spectrogram 1	1	13232.324100000	13232.650730000	1662.945	1982.742	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	32.3241	1851.562	1710.938	1968.750	257.812			1
1496	Spectrogram 1	1	13230.339200000	13230.628140000	1684.264	2046.701	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	30.3392	1851.562	1734.375	2015.625	281.250			1
1497	Spectrogram 1	1	13243.027600000	13243.329110000	1662.945	1961.422	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	43.0276	1851.562	1710.938	1945.312	234.375			1
1498	Spectrogram 1	1	13245.288900000	13245.515030000	1598.985	2089.341	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	45.2889	1851.562	1664.062	2062.500	398.438			1
1499	Spectrogram 1	1	13234.095500000	13234.384440000	1620.305	2110.660	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	34.0955	1875.000	1687.500	2085.938	398.438			1
1500	Spectrogram 1	1	13235.753700000	13236.080330000	1577.665	2068.021	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	35.7537	1851.562	1640.625	2015.625	375.000			1
1501	Spectrogram 1	1	13239.635700000	13239.811580000	1598.985	1982.742	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	39.6357	1851.562	1640.625	1968.750	328.125			1
1502	Spectrogram 1	1	13241.331600000	13241.595420000	1577.665	1897.462	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	41.3316	1828.125	1617.188	1875.000	257.812			1
1503	Spectrogram 1	1	13226.130600000	13226.444670000	1598.985	2046.701	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	26.1306	1851.562	1640.625	2015.625	375.000			1
1504	Spectrogram 1	1	13229.987400000	13230.276340000	3240.610	3496.448	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	29.9874	3351.562	3257.812	3492.188	234.375			1
1505	Spectrogram 1	1	13232.788900000	13233.178350000	3219.290	3539.087	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	32.7889	3351.562	3257.812	3515.625	257.812			1
1506	Spectrogram 1	1	13233.417100000	13233.819110000	3368.529	3688.326	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	33.4171	3562.500	3375.000	3656.250	281.250			1
1507	Spectrogram 1	1	13233.417100000	13233.743740000	3197.970	3475.128	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	33.4171	3328.125	3234.375	3468.750	234.375			1
1508	Spectrogram 1	1	13234.196000000	13234.598010000	2942.133	3240.610	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	34.1960	3140.625	2976.562	3210.938	234.375			1
1509	Spectrogram 1	1	13234.937200000	13235.201020000	3475.128	3794.925	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	34.9372	3632.812	3515.625	3750.000	234.375			1
1510	Spectrogram 1	1	13235.087900000	13235.351720000	3219.290	3581.727	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	35.0879	3375.000	3257.812	3562.500	304.688			1
1511	Spectrogram 1	1	13235.339200000	13235.741210000	3368.529	3709.646	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	35.3392	3562.500	3375.000	3679.688	304.688			1
1512	Spectrogram 1	1	13235.552800000	13235.954810000	3070.052	3475.128	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	35.5528	3328.125	3093.750	3445.312	351.562			1
1513	Spectrogram 1	1	13237.198500000	13237.650760000	3560.407	3794.925	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	37.1985	3632.812	3562.500	3750.000	187.500			1
1514	Spectrogram 1	1	13237.236200000	13237.650770000	3389.849	3560.407	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	37.2362	3468.750	3398.438	3539.062	140.625			1
1515	Spectrogram 1	1	13239.108000000	13239.572820000	3347.209	3624.366	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	39.1080	3445.312	3351.562	3609.375	257.812			1
1516	Spectrogram 1	1	13239.409500000	13239.824080000	3475.128	3901.524	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	39.4095	3632.812	3515.625	3867.188	351.562			1
1517	Spectrogram 1	1	13239.685900000	13240.125590000	2963.453	3325.889	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	39.6859	3140.625	3000.000	3304.688	304.688			1
1518	Spectrogram 1	1	13239.849200000	13240.188400000	3389.849	3539.087	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	39.8492	3468.750	3398.438	3539.062	140.625			1
1519	Spectrogram 1	1	13241.030100000	13241.457230000	3347.209	3581.727	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	41.0301	3398.438	3351.562	3562.500	210.938			1
1520	Spectrogram 1	1	13241.457300000	13241.871870000	3539.087	3773.605	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	41.4573	3632.812	3562.500	3750.000	187.500			1
1521	Spectrogram 1	1	13241.495000000	13241.871880000	3304.569	3581.727	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	41.4950	3375.000	3304.688	3562.500	257.812			1
1522	Spectrogram 1	1	13242.047700000	13242.474840000	3112.691	3389.849	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	42.0477	3304.688	3117.188	3375.000	257.812			1
1523	Spectrogram 1	1	13242.763800000	13243.153250000	3325.889	3581.727	S1130_048K_LVR_10458035_20250527_020000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_020000.flac	42.7638	3375.000	3328.125	3562.500	234.375			1
