Rjct,Data File,Acq. Date-Time,Type,Level,Sample Name,Sample date,9  Be  [ He ] ,23  Na  [ He ] ,24  Mg  [ He ] ,27  Al  [ He ] ,39  K  [ He ] ,44  Ca  [ He ] ,51  V  [ He ] ,52  Cr  [ He ] ,55  Mn  [ He ] ,56  Fe  [ He ] ,59  Co  [ He ] ,60  Ni  [ He ] ,63  Cu  [ He ] ,66  Zn  [ He ] ,75  As  [ He ] ,78  Se  [ He ] ,95  Mo  [ He ] ,107  Ag  [ He ] ,111  Cd  [ He ] ,123  Sb  [ He ] ,135  Ba  [ He ] ,205  Tl  [ He ] ,208  Pb  [ He ] ,232  Th  [ He ] ,238  U  [ He ] ,45  Sc ( ISTD )  [ He ] ,74  Ge ( ISTD )  [ He ] ,89  Y ( ISTD )  [ He ] ,115  In ( ISTD )  [ He ] ,159  Tb ( ISTD )  [ He ] ,209  Bi ( ISTD )  [ He ] 
FALSE,029SMPL.d,21/04/2026 14:09,Sample,,SYM 6.09,09/06/2025,0.001196574,777408.0552,93851.26937,1.176615069,44391.75922,64701.02424,0.562938572,0.294817098,1.222742382,0.749708795,0.07082132,0.243950679,0.953015413,2.530094426,2.13545021,0.111376727,1.793088574,0.005133444,0.002883834,0.434990926,25.7808573,0.001703906,0.122990896,0.004374014,0.193330962,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,030SMPL.d,21/04/2026 14:13,Sample,,SYM 6.17,17/06/2025,<0.000,849605.8883,123822.8996,3.015384766,52198.68901,77133.61544,0.342587985,0.537572,1.588953611,2.589835903,0.077465698,0.276610655,0.641501788,4.001217532,2.990837376,0.049454261,1.185959015,0.00443914,0.001815394,0.425285535,33.02835441,0.00048117,0.121453454,0.004860957,0.250055824,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,031SMPL.d,21/04/2026 14:17,Sample,,COI 6.07,07/06/2025,<0.000,998093.1133,752216.0334,2.442561077,267839.7149,289536.1146,0.998464149,0.37428233,15.23870256,6.632188484,0.055666821,0.107589107,0.376473842,0.49710208,3.115457782,0.306160614,9.443380908,0.007028949,0.005042992,0.2132673,9.902103834,0.002249112,0.296045109,0.006718581,1.482776426,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,032_QC1.d,21/04/2026 14:20,QC1,,std4,,7.253868025,2675.495228,1003.935499,8.8587512,1021.006579,1101.962332,9.857174032,9.733133448,9.820941685,1014.846376,10.04982639,9.966025039,9.976757341,9.944481946,10.157392,9.967891414,10.6810918,10.91712877,10.48770932,9.269141972,10.24497892,10.55220691,10.47869073,8.511846438,9.229088588,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,033BLKV.d,21/04/2026 14:24,BlkVrfy,,std1,,0,675.0627949,3.734191709,0.064889831,20.31702821,47.42938636,0.002309104,0.022378781,0.015874875,0.330411348,0.046753125,0.039465424,0.072485285,0.052845503,0.005157803,0.020941771,0.047450278,0.001565355,0.001437356,0.196247894,0.012312858,0.001224753,0.011886285,0.072686964,0.001104965,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,034SMPL.d,21/04/2026 14:28,Sample,,BHB 6.06,06/06/2025,<0.000,890802.7848,695912.6503,1.734574036,281491.2653,281428.503,0.781834459,0.318227262,2.532019529,3.837025934,0.064032506,0.437706467,0.970996407,8.618064597,0.819566314,0.201088732,7.517191381,0.012872486,0.081908801,0.380733403,8.916377157,0.011993953,0.407992426,0.102466137,2.325781516,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,035SMPL.d,21/04/2026 14:31,Sample,,BHB 6.18,18/06/2025,<0.000,813089.7385,752290.2648,1.86926969,296609.3823,282586.8494,0.804680561,0.297698811,2.476277906,1.405080134,0.043289501,0.321672698,0.502573802,20.17816816,0.81315976,0.11284181,8.207250741,0.011775571,0.047885688,0.289145866,8.201163812,0.011804531,0.276040871,0.046519171,2.524261318,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,036SMPL.d,21/04/2026 14:35,Sample,,LBW 6.09,09/06/2025,<0.000,79089.24771,17513.27376,<0.000,6777.392763,25358.5422,0.029536246,0.221884092,5.563615303,308.6281066,0.038829626,0.24950869,0.748349202,1.345584489,0.300175138,0.046206051,0.189966984,0.003180126,0.000924573,0.090580223,70.20019841,4.79854E-05,0.720470854,0.007172544,0.055118901,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,037SMPL.d,21/04/2026 14:39,Sample,,LBW 6.16,16/06/2025,<0.000,153275.6803,37406.77684,0.311352543,13894.36097,41768.62117,0.041418768,0.029077576,6.874003505,5.519915964,0.049122966,0.415591504,0.217246991,4.221710164,0.528223203,0.047788694,0.24845592,0.002556959,0.000263933,0.146518011,109.2118205,0.000453374,0.037064983,0.008256119,0.097864898,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,038SMPL.d,21/04/2026 14:42,Sample,,LVR 6.07,07/06/2025,<0.000,585838.5504,724354.6005,8.526929706,256816.2258,301732.3754,1.180659858,0.673198641,1.806745684,41.83294416,0.033886141,0.180755573,0.535649885,15.56810336,1.134164487,0.170304033,10.948992,0.015987456,0.057193469,0.241037067,7.202418745,0.02274187,0.276415419,0.029876063,3.318167018,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,039SMPL.d,21/04/2026 14:46,Sample,,LVR 6.16,16/06/2025,<0.000,585897.7424,694858.5065,9.275987508,260302.8,299622.8181,1.203504452,0.600587085,0.935431689,4.20418159,0.030701892,0.146127553,0.490612391,14.840174,1.234567614,0.161030053,10.4181673,0.012796588,0.032703915,0.235485493,8.23523548,0.017744655,0.239691461,0.020342415,3.294599039,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,040SMPL.d,21/04/2026 14:50,Sample,,WWK 6.07,07/06/2025,0,612780.3235,81348.66483,1.227688401,39010.24779,58674.96237,0.731682107,0.244083127,1.164619909,1.069879552,0.061005102,0.176078706,0.957538178,7.144883306,0.524981962,0.09989705,1.647151025,0.005140954,0.002601921,0.299242837,15.38038147,0.002887524,0.206636317,0.00632055,0.13699305,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,041SMPL.d,21/04/2026 14:53,Sample,,WWK 6.12,12/06/2025,<0.000,579475.2127,102707.8419,1.683361196,44049.30309,64879.46093,0.536746468,0.34360988,3.304233324,1.331196196,0.06342653,0.160259337,0.609965797,8.963273171,0.610302087,0.080463775,1.605405653,0.004696831,0.001376032,0.304671977,13.14442351,0.000443677,0.201474365,0.008807,0.317751662,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,042SMPL.d,21/04/2026 14:57,Sample,,TRT 6.06,06/06/2025,<0.000,618380.8029,472315.5419,2.244837798,186187.1853,205022.6949,0.347163774,0.211158389,4.945398231,0.956448791,0.017800654,0.058038928,0.235415329,3.695706043,0.661360294,0.07524888,5.36217928,0.004615703,0.001812654,0.110458571,6.480119262,0.004335712,0.239469884,0.012637174,1.129065004,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,043SMPL.d,21/04/2026 15:01,Sample,,TRT 06.15,15/06/2025,<0.000,513176.2118,557537.3351,2.003545439,213972.2834,246919.55,0.421853142,0.300134389,13.00328835,1.341047781,0.027136089,0.084406739,0.537388527,9.507392088,1.013444552,0.287961102,6.579132092,0.006493776,0.007940146,0.160498786,8.842078394,0.00398152,0.21960876,0.012581244,1.54585553,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,044_QC1.d,21/04/2026 15:04,QC1,,,,5.938737995,2053.743741,890.4482039,8.153603493,965.5814658,1054.848639,9.829800107,9.718941489,9.900038786,1013.337749,10.08276888,10.04388784,10.16645482,10.12067514,10.49603942,9.91196229,10.9724264,11.3685469,10.99393215,9.912273742,11.05003093,10.91854448,10.93339757,7.866391395,9.898390517,N/A,N/A,N/A,N/A,N/A,N/A
FALSE,045BLKV.d,21/04/2026 15:08,BlkVrfy,,,,<0.000,698.4284113,3.413204694,0.029691784,21.78688504,43.84999871,0.001574537,0.019479014,0.014711812,0.299203983,0.043513577,0.043175323,0.069878786,0.037777038,0.004766862,0.060135834,0.041249739,0.002636258,0.001282972,0.187464008,0.010207013,0.000834925,0.012414201,0.126101376,0.001214353,N/A,N/A,N/A,N/A,N/A,N/A
