Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 25% (Hz)	Freq 75% (Hz)	Freq 95% (Hz)	BW 50% (Hz)	BW 90% (Hz)	Center Time Rel.	Time 5% Rel.	Time 25% Rel.	Time 75% Rel.	Time 95% Rel.	Dur 50% (s)	Dur 90% (s)	colour	source	type	site
561	Spectrogram 1	1	666810.050050123	666810.372630656	0	703.3	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	18.2258	187.5	70.312	164.062	210.938	585.938	46.875	515.625	0.6429	0.2143	0.6429	0.7143	0.7857	0.0213	0.1707	green	NA	NA	MGV
563	Spectrogram 1	1	666811.277648263	666811.779440204	0	381	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	19.4534	187.5	46.875	140.625	210.938	257.812	70.312	210.938	0.3913	0.1304	0.3913	0.4348	0.4783	0.0213	0.1707	green	NA	NA	MGV
567	Spectrogram 1	1	666811.763524897	666812.104026571	0	556.8	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	19.9393	187.5	46.875	140.625	210.938	492.188	70.312	445.312	0.6	0.2	0.6	0.6667	0.7333	0.0213	0.1707	green	NA	NA	MGV
568	Spectrogram 1	1	666812.354922541	666813.000083607	0	644.7	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	20.5307	187.5	46.875	140.625	210.938	562.5	70.312	515.625	0.3103	0.1034	0.3103	0.3448	0.5172	0.0213	0.256	green	NA	NA	MGV
569	Spectrogram 1	1	666813.286821859	666813.474993837	0	937.7	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	21.4626	164.062	23.438	93.75	210.938	585.938	117.188	562.5	1	0.125	0.375	1	1	0.1067	0.1493	green	NA	NA	MGV
570	Spectrogram 1	1	666813.591481252	666813.79757437	0	542.1	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	21.7672	140.625	0	93.75	187.5	398.438	93.75	398.438	1	0.125	0.375	1	1	0.1067	0.1493	green	NA	NA	MGV
571	Spectrogram 1	1	666816.154204376	666816.360297494	0	410.3	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	24.33	140.625	0	70.312	187.5	257.812	117.188	257.812	1	0.125	0.375	1	1	0.1067	0.1493	green	NA	NA	MGV
573	Spectrogram 1	1	666816.647035746	666816.799365442	0	512.8	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	24.8228	93.75	0	46.875	187.5	421.875	140.625	421.875	0.5	0	0.1667	0.6667	1	0.064	0.128	green	NA	NA	MGV
574	Spectrogram 1	1	666816.799365442	666817.005458561	58.6	542.1	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	24.9751	187.5	93.75	140.625	210.938	515.625	70.312	421.875	1	0.2222	0.8889	1	1	0.0213	0.1493	green	NA	NA	MGV
576	Spectrogram 1	1	666818.197214419	666818.564597804	0	615.4	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	26.373	187.5	46.875	140.625	210.938	539.062	70.312	492.188	0.5294	0.1765	0.5294	0.5882	0.6471	0.0213	0.1707	green	NA	NA	MGV
577	Spectrogram 1	1	666833.573553166	666834.630900469	0	688.6	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	41.7493	187.5	46.875	140.625	210.938	562.5	70.312	515.625	0.1837	0.0816	0.1837	0.2041	0.7347	0.0213	0.6827	green	NA	NA	MGV
582	Spectrogram 1	1	666825.345129398	666825.569143657	0	1245.4	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	33.5209	187.5	46.875	140.625	515.625	820.312	375	773.438	1	0.2222	0.8889	1	1	0.0213	0.1493	green	NA	NA	MGV
583	Spectrogram 1	1	666826.187423012	666826.38455556	0	703.3	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	34.3632	140.625	23.438	93.75	187.5	539.062	93.75	515.625	1	0	0.375	1	1	0.1067	0.1707	green	NA	NA	MGV
584	Spectrogram 1	1	666825.587064798	666826.187423012	0	805.9	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	33.7628	187.5	46.875	164.062	234.375	679.688	70.312	632.812	0.3333	0.1111	0.3333	0.3704	0.5185	0.0213	0.2347	green	NA	NA	MGV
593	Spectrogram 1	1	666844.100217512	666844.342152911	0	630	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	52.276	187.5	70.312	140.625	210.938	539.062	70.312	468.75	0.9	0.3	0.9	1	1	0.0213	0.1493	green	NA	NA	MGV
600	Spectrogram 1	1	667393.53571894	667393.750772628	0	586.1	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	1.7115	210.938	46.875	140.625	328.125	562.5	187.5	515.625	0.2	0.1	0.2	0.2	0.6	0	0.1067	green	NA	NA	MGV
601	Spectrogram 1	1	667394.978370769	667395.121739894	146.5	879.1	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	3.1541	281.25	164.062	210.938	351.562	609.375	140.625	445.312	0.3333	0.1667	0.3333	0.3333	0.6667	0	0.064	green	NA	NA	MGV
602	Spectrogram 1	1	667396.412062027	667396.537510012	14.7	937.7	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	4.5878	234.375	70.312	164.062	328.125	585.938	164.062	515.625	0.4	0.2	0.4	0.4	0.8	0	0.064	green	NA	NA	MGV
604	Spectrogram 1	1	667393.79557548	667396.689839708	14.7	190.5	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	1.9713	70.312	23.438	46.875	117.188	187.5	70.312	164.062	0.6269	0.5373	0.6194	0.6343	0.6866	0.0427	0.4267	green	NA	NA	MGV
605	Spectrogram 1	1	667397.164749938	667398.822455455	29.3	131.9	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	5.3405	70.312	46.875	46.875	93.75	117.188	46.875	70.312	0.3289	0.0263	0.0658	0.8158	0.9868	1.216	1.5573	green	NA	NA	MGV
606	Spectrogram 1	1	667398.222097241	667398.383387507	0	322.3	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	6.3979	187.5	23.438	117.188	234.375	304.688	117.188	281.25	0.2857	0.1429	0.2857	0.2857	0.7143	0	0.0853	green	NA	NA	MGV
607	Spectrogram 1	1	667397.451488189	667397.693423589	0	556.8	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	5.6272	210.938	23.438	140.625	304.688	515.625	164.062	492.188	0.2	0.1	0.2	0.2	0.6	0	0.1067	green	NA	NA	MGV
608	Spectrogram 1	1	667399.118154277	667399.440734811	14.7	410.3	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	7.2939	187.5	46.875	140.625	281.25	351.562	140.625	304.688	0.1429	0.0714	0.1429	0.2143	0.7857	0.0213	0.2133	green	NA	NA	MGV
609	Spectrogram 1	1	667401.15220375	667401.38517858	0	542.1	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	9.328	210.938	23.438	140.625	304.688	515.625	164.062	492.188	0.2222	0.1111	0.2222	0.2222	0.6667	0	0.1067	green	NA	NA	MGV
611	Spectrogram 1	1	667401.573350557	667403.938941134	0	161.2	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	9.7491	70.312	23.438	46.875	93.75	140.625	46.875	117.188	0.7636	0.6818	0.7545	0.7727	0.7909	0.0427	0.256	green	NA	NA	MGV
612	Spectrogram 1	1	667403.481952045	667403.634281742	0	2446.9	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	11.6577	234.375	46.875	164.062	351.562	937.5	187.5	890.625	0.3333	0.1667	0.3333	0.3333	0.6667	0	0.064	green	NA	NA	MGV
613	Spectrogram 1	1	667403.903098852	667404.145034252	0	556.8	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	12.0789	210.938	23.438	140.625	304.688	515.625	164.062	492.188	0.1818	0.0909	0.1818	0.1818	0.6364	0	0.128	green	NA	NA	MGV
615	Spectrogram 1	1	667404.512417637	667404.718510756	14.7	366.3	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	12.6882	187.5	46.875	140.625	281.25	328.125	140.625	281.25	0.2222	0.1111	0.2222	0.2222	0.5556	0	0.0853	green	NA	NA	MGV
616	Spectrogram 1	1	667404.736431896	667406.313492281	14.7	175.8	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	12.9122	93.75	23.438	46.875	140.625	164.062	93.75	140.625	0.2917	0.0278	0.0278	0.6528	0.9861	0.96	1.472	green	NA	NA	MGV
617	Spectrogram 1	1	667406.062596311	667406.188044296	73.3	322.3	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	14.2384	210.938	93.75	164.062	257.812	304.688	93.75	210.938	0.4	0.2	0.4	0.4	0.8	0	0.064	green	NA	NA	MGV
618	Spectrogram 1	1	667407.469405858	667407.827828672	14.7	586.1	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	15.6451	210.938	46.875	140.625	328.125	562.5	187.5	515.625	0.1333	0.0667	0.1333	0.1333	0.7333	0	0.2133	green	NA	NA	MGV
625	Spectrogram 1	1	667411.125318567	667411.367253967	0	761.9	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	19.3011	210.938	46.875	140.625	328.125	562.5	187.5	515.625	0.2	0.1	0.2	0.2	0.7	0	0.128	green	NA	NA	MGV
627	Spectrogram 1	1	667415.784879925	667415.946170191	29.3	717.9	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	23.9606	234.375	70.312	164.062	328.125	562.5	164.062	492.188	0.2857	0.1429	0.2857	0.2857	0.5714	0	0.064	green	NA	NA	MGV
628	Spectrogram 1	1	667431.483799205	667431.689892323	14.7	2402.9	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	39.6595	234.375	46.875	164.062	375	1031.25	210.938	984.375	0.2222	0.1111	0.2222	0.2222	0.7778	0	0.128	green	NA	NA	MGV
629	Spectrogram 1	1	667432.523225367	667432.675555063	0	1084.2	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	40.699	234.375	46.875	164.062	328.125	632.812	164.062	585.938	0.3333	0.1667	0.3333	0.3333	0.6667	0	0.064	green	NA	NA	MGV
630	Spectrogram 1	1	667432.406737952	667432.532185938	0	1142.9	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	40.5825	234.375	46.875	164.062	328.125	632.812	164.062	585.938	0.5	0.25	0.5	0.5	1	0	0.064	green	NA	NA	MGV
631	Spectrogram 1	1	667432.209605404	667432.406737952	0	1142.9	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	40.3854	234.375	46.875	164.062	351.562	679.688	187.5	632.812	0.2222	0.1111	0.2222	0.2222	0.6667	0	0.1067	green	NA	NA	MGV
633	Spectrogram 1	1	667432.209605404	667432.944372174	0	1142.9	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	40.3854	210.938	23.438	117.188	351.562	796.875	234.375	773.438	0.0588	0.0294	0.0588	0.3529	0.8529	0.2133	0.5973	green	NA	NA	MGV
634	Spectrogram 1	1	667435.193475336	667435.417489595	0	410.3	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	43.3692	187.5	23.438	117.188	281.25	351.562	164.062	328.125	0.2	0.1	0.2	0.2	0.6	0	0.1067	green	NA	NA	MGV
635	Spectrogram 1	1	667451.211869264	667451.382120101	0	1069.6	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	59.3876	234.375	46.875	164.062	328.125	632.812	164.062	585.938	0.2857	0.1429	0.2857	0.2857	0.7143	0	0.0853	green	NA	NA	MGV
637	Spectrogram 1	1	667418.383380563	667418.56259197	0	322.3	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	26.5591	187.5	23.438	117.188	234.375	304.688	117.188	281.25	0.25	0.125	0.25	0.25	0.625	0	0.0853	green	NA	NA	MGV
638	Spectrogram 1	1	667420.01420437	667420.229258058	0	498.2	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	28.19	187.5	23.438	140.625	281.25	351.562	140.625	328.125	0.2222	0.1111	0.2222	0.2222	0.6667	0	0.1067	green	NA	NA	MGV
639	Spectrogram 1	1	667421.447895628	667421.689831028	0	439.6	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	29.6236	187.5	23.438	117.188	281.25	351.562	164.062	328.125	0.2	0.1	0.2	0.2	0.6	0	0.1067	green	NA	NA	MGV
645	Spectrogram 1	1	667427.944309143	667428.087678269	0	1113.6	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	36.1201	234.375	46.875	164.062	328.125	632.812	164.062	585.938	0.3333	0.1667	0.3333	0.3333	0.6667	0	0.064	green	NA	NA	MGV
664	Spectrogram 1	1	668035.22925285	668035.48014882	0	586.1	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	43.405	93.75	0	46.875	234.375	492.188	187.5	492.188	0.5455	0	0.1818	0.8182	1	0.1493	0.2347	green	NA	NA	MGV
665	Spectrogram 1	1	668034.790184902	668034.97835688	0	879.1	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	42.9659	140.625	0	46.875	281.25	656.25	234.375	656.25	0.375	0	0.25	0.75	1	0.0853	0.1707	green	NA	NA	MGV
666	Spectrogram 1	1	668034.24359011	668034.530328361	0	351.6	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	42.4193	93.75	0	46.875	187.5	304.688	140.625	304.688	0.5833	0	0.25	0.8333	1	0.1493	0.256	green	NA	NA	MGV
669	Spectrogram 1	1	668033.607389614	668033.831403873	0	3340.7	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	41.7831	210.938	0	70.312	703.125	2554.688	632.812	2554.688	0.5556	0	0.2222	0.7778	1	0.1067	0.192	green	NA	NA	MGV
670	Spectrogram 1	1	668033.401296495	668033.616350184	0	3355.3	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	41.577	210.938	0	70.312	726.562	2578.125	656.25	2578.125	0.5556	0	0.2222	0.7778	1	0.1067	0.192	green	NA	NA	MGV
671	Spectrogram 1	1	668032.962228547	668033.311690792	0	468.9	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	41.138	140.625	0	70.312	234.375	375	164.062	375	0.6	0.0667	0.3333	0.8667	1	0.1707	0.2987	green	NA	NA	MGV
672	Spectrogram 1	1	668032.173698355	668032.370830903	0	366.3	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	40.3495	93.75	0	46.875	210.938	304.688	164.062	304.688	0.375	0	0.25	0.75	1	0.0853	0.1707	green	NA	NA	MGV
673	Spectrogram 1	1	668035.704163079	668035.910256198	0	395.6	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	43.8799	93.75	0	46.875	187.5	304.688	140.625	304.688	0.5556	0	0.2222	0.8889	1	0.128	0.192	green	NA	NA	MGV
674	Spectrogram 1	1	668036.089467605	668036.349324146	0	337	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	44.2652	93.75	0	46.875	187.5	281.25	140.625	281.25	0.5455	0	0.1818	0.8182	1	0.1493	0.2347	green	NA	NA	MGV
675	Spectrogram 1	1	668037.827818256	668038.222083352	0	644.7	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	46.0036	187.5	23.438	70.312	257.812	515.625	187.5	492.188	0.7059	0.0588	0.3529	0.8824	1	0.192	0.3413	green	NA	NA	MGV
676	Spectrogram 1	1	668037.585882856	668037.774054834	14.7	615.4	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	45.7616	140.625	23.438	70.312	257.812	539.062	187.5	515.625	0.5	0	0.25	0.75	1	0.0853	0.1707	green	NA	NA	MGV
681	Spectrogram 1	1	668040.740003625	668041.01778130606	0	732.6	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	48.9158	117.188	0	70.312	257.812	562.5	187.5	562.5	0.5833	0	0.25	0.8333	1	0.1493	0.256	green	NA	NA	MGV
682	Spectrogram 1	1	668041.403085832	668041.60021838	0	2520.1	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	49.5788	187.5	0	70.312	562.5	2039.062	492.188	2039.062	0.5556	0	0.2222	0.7778	1	0.1067	0.192	green	NA	NA	MGV
683	Spectrogram 1	1	668041.806311498	668042.012404616	0	2549.5	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	49.9821	187.5	0	70.312	562.5	2039.062	492.188	2039.062	0.5556	0	0.2222	0.7778	1	0.1067	0.192	green	NA	NA	MGV
688	Spectrogram 1	1	668045.919213296	668046.232833259	0	600.7	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	54.095	117.188	0	70.312	257.812	515.625	187.5	515.625	0.6429	0.0714	0.2857	0.8571	1	0.1707	0.2773	green	NA	NA	MGV
689	Spectrogram 1	1	668045.668317326	668045.847528733	0	893.8	S1130_048K_MGV_10457639_20250519_171500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_171500.flac	53.8441	140.625	0	46.875	281.25	679.688	234.375	679.688	0.375	0	0.25	0.75	1	0.0853	0.1707	green	NA	NA	MGV
