Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 25% (Hz)	Freq 75% (Hz)	Freq 95% (Hz)	BW 50% (Hz)	BW 90% (Hz)	Center Time Rel.	Time 5% Rel.	Time 25% Rel.	Time 75% Rel.	Time 95% Rel.	Dur 50% (s)	Dur 90% (s)	colour	source	type	site
1	Spectrogram 1	1	662593.580521792	662593.705969777	0	410.3	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	1.7563	70.312	0	23.438	117.188	304.688	93.75	304.688	0.5	0	0.25	1	1	0.064	0.0853	green	NA	NA	MGV
3	Spectrogram 1	1	662596.429983168	662596.698800279	0	1157.5	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	4.6057	93.75	0	46.875	234.375	820.312	187.5	820.312	0.4167	0	0.25	0.75	1	0.128	0.256	green	NA	NA	MGV
8	Spectrogram 1	1	662598.643244048	662598.795573744	58.6	468.9	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	6.819	117.188	70.312	93.75	187.5	398.438	93.75	328.125	0.5	0	0.1667	0.6667	1	0.064	0.128	green	NA	NA	MGV
10	Spectrogram 1	1	662599.817078766	662600.274067855	0	2652	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	7.9928	164.062	0	70.312	562.5	2062.5	492.188	2062.5	0.45	0.05	0.2	0.75	0.95	0.2347	0.384	green	NA	NA	MGV
11	Spectrogram 1	1	662600.291988995	662600.542884965	0	571.4	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	8.4677	93.75	0	23.438	164.062	445.312	140.625	445.312	0.3636	0	0.1818	0.7273	1	0.128	0.2347	green	NA	NA	MGV
13	Spectrogram 1	1	662602.442525883	662602.791988127	0	322.3	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	10.6183	70.312	0	23.438	140.625	257.812	117.188	257.812	0.3333	0	0.2	0.7333	1	0.1707	0.32	green	NA	NA	MGV
14	Spectrogram 1	1	662603.661163453	662603.876217141	0	1011	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	11.8369	93.75	0	23.438	234.375	726.562	210.938	726.562	0.4444	0	0.1111	0.6667	1	0.1067	0.192	green	NA	NA	MGV
15	Spectrogram 1	1	662602.989120675	662603.670124023	0	424.9	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	11.1649	164.062	23.438	70.312	234.375	328.125	164.062	304.688	0.8387	0.0323	0.3548	0.9032	1	0.3627	0.64	green	NA	NA	MGV
16	Spectrogram 1	1	662604.32424566	662604.81707703	0	424.9	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	12.5	93.75	0	46.875	187.5	351.562	140.625	351.562	0.4545	0.0455	0.1818	0.7273	0.9545	0.256	0.4267	green	NA	NA	MGV
17	Spectrogram 1	1	662604.852919311	662604.987327867	0	791.2	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	13.0287	70.312	0	23.438	140.625	539.062	117.188	539.062	0.6	0	0.2	0.8	1	0.064	0.1067	green	NA	NA	MGV
18	Spectrogram 1	1	662604.996288437	662605.300947829	0	381	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	13.172	70.312	0	23.438	140.625	304.688	117.188	304.688	0.3846	0	0.2308	0.6923	1	0.128	0.2773	green	NA	NA	MGV
19	Spectrogram 1	1	662605.300947829	662605.578725511	0	717.9	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	13.4767	93.75	0	46.875	187.5	539.062	140.625	539.062	0.4167	0	0.1667	0.75	1	0.1493	0.256	green	NA	NA	MGV
20	Spectrogram 1	1	662606.474782547	662606.770481369	0	498.2	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	14.6505	93.75	0	46.875	164.062	398.438	117.188	398.438	0.3846	0	0.2308	0.6923	1	0.128	0.2773	green	NA	NA	MGV
21	Spectrogram 1	1	662606.797363081	662607.155785895	0	659.3	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	14.9731	93.75	0	46.875	210.938	515.625	164.062	515.625	0.375	0	0.1875	0.75	1	0.192	0.3413	green	NA	NA	MGV
22	Spectrogram 1	1	662607.478366428	662607.836789243	0	659.3	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	15.6541	93.75	0	46.875	210.938	515.625	164.062	515.625	0.375	0	0.1875	0.75	1	0.192	0.3413	green	NA	NA	MGV
26	Spectrogram 1	1	662610.498078641	662610.71313233	0	717.9	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	18.6738	70.312	0	23.438	164.062	515.625	140.625	515.625	0.4444	0	0.1111	0.6667	1	0.1067	0.192	green	NA	NA	MGV
27	Spectrogram 1	1	662611.501662522	662611.662952789	278.4	2549.5	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	19.6774	867.188	304.688	468.75	1617.188	2343.75	1148.438	2039.062	0.5	0	0.1667	0.8333	1	0.0853	0.128	green	NA	NA	MGV
28	Spectrogram 1	1	662611.722797566	662611.884087832	0	776.6	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	19.8985	70.312	0	23.438	164.062	562.5	140.625	562.5	0.4286	0	0.1429	0.7143	1	0.0853	0.1493	green	NA	NA	MGV
29	Spectrogram 1	1	662611.919930114	662612.502367188	0	615.4	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	20.0957	164.062	23.438	70.312	257.812	515.625	187.5	492.188	0.6296	0.037	0.2593	0.963	1	0.4053	0.5547	green	NA	NA	MGV
30	Spectrogram 1	1	662617.460441815	662617.603810941	322.3	2564.1	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	25.6362	1007.812	351.562	539.062	1734.375	2343.75	1195.312	1992.188	0.5	0	0.1667	0.8333	1	0.0853	0.128	green	NA	NA	MGV
33	Spectrogram 1	1	662615.014206106	662615.480155765	0	410.3	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	23.19	93.75	0	46.875	164.062	328.125	117.188	328.125	0.4286	0.0476	0.1905	0.7143	0.9524	0.2347	0.4053	green	NA	NA	MGV
36	Spectrogram 1	1	662617.379796682	662617.693416645	0	337	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	25.5555	70.312	0	23.438	140.625	281.25	117.188	281.25	0.3571	0	0.2143	0.7143	1	0.1493	0.2987	green	NA	NA	MGV
37	Spectrogram 1	1	662618.723882237	662620.02316494	0	468.9	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	26.8996	164.062	23.438	70.312	234.375	351.562	164.062	328.125	0.5	0.05	0.3333	0.7	0.9167	0.4693	1.1093	green	NA	NA	MGV
38	Spectrogram 1	1	662620.076928362	662620.27406091	0	410.3	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	28.2527	70.312	0	23.438	117.188	328.125	93.75	328.125	0.5	0	0.125	0.625	1	0.0853	0.1707	green	NA	NA	MGV
39	Spectrogram 1	1	662621.438935058	662621.591264754	0	1084.2	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	29.6147	70.312	0	23.438	187.5	750	164.062	750	0.4286	0	0.1429	0.7143	1	0.0853	0.1493	green	NA	NA	MGV
40	Spectrogram 1	1	662621.671909887	662621.797357872	278.4	2564.1	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	29.8477	867.188	304.688	468.75	1593.75	2343.75	1125	2039.062	0.6	0	0.2	0.8	1	0.064	0.1067	green	NA	NA	MGV
42	Spectrogram 1	1	662621.609185894	662622.209544109	0	512.8	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	29.7849	164.062	23.438	70.312	234.375	398.438	164.062	375	0.6429	0.0357	0.25	0.9286	0.9643	0.4053	0.5547	green	NA	NA	MGV
43	Spectrogram 1	1	662622.23642582	662622.603809205	0	732.6	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	30.4122	93.75	0	46.875	210.938	562.5	164.062	562.5	0.375	0	0.1875	0.75	1	0.192	0.3413	green	NA	NA	MGV
44	Spectrogram 1	1	662622.621730346	662622.836784035	0	1230.8	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	30.7975	93.75	0	46.875	281.25	867.188	234.375	867.188	0.4444	0	0.1111	0.6667	1	0.1067	0.192	green	NA	NA	MGV
45	Spectrogram 1	1	662622.854705175	662625.309901455	0	805.9	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	31.0305	164.062	23.438	93.75	257.812	585.938	164.062	562.5	0.4386	0.0439	0.2368	0.7368	0.9035	1.216	2.0907	green	NA	NA	MGV
46	Spectrogram 1	1	662626.474775603	662628.84932675	0	776.6	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	34.6505	164.062	23.438	93.75	257.812	562.5	164.062	539.062	0.4364	0.0455	0.2455	0.7545	0.9182	1.1947	2.048	green	NA	NA	MGV
47	Spectrogram 1	1	662628.894129602	662629.216710135	0	688.6	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	37.0699	93.75	0	46.875	210.938	515.625	164.062	515.625	0.3571	0	0.2143	0.7143	1	0.1493	0.2987	green	NA	NA	MGV
49	Spectrogram 1	1	662632.368696002	662632.825685091	0	586.1	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	40.5444	93.75	0	46.875	210.938	492.188	164.062	492.188	0.45	0.05	0.2	0.75	0.95	0.2347	0.384	green	NA	NA	MGV
50	Spectrogram 1	1	662632.843606232	662633.560451861	0	761.9	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	41.0194	187.5	23.438	93.75	257.812	562.5	164.062	539.062	0.7576	0.0303	0.3636	0.8788	0.9394	0.3627	0.64	green	NA	NA	MGV
51	Spectrogram 1	1	662633.856150683	662634.259376349	0	674	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	42.0319	93.75	0	46.875	210.938	515.625	164.062	515.625	0.4706	0.0588	0.1765	0.7647	1	0.2133	0.3413	green	NA	NA	MGV
53	Spectrogram 1	1	662634.859734564	662635.146472815	0	424.9	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	43.0355	70.312	0	23.438	164.062	328.125	140.625	328.125	0.4167	0	0.1667	0.75	1	0.1493	0.256	green	NA	NA	MGV
54	Spectrogram 1	1	662635.567619623	662636.159017267	0	717.9	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	43.7434	164.062	0	70.312	281.25	562.5	210.938	562.5	0.6154	0.0385	0.2308	0.9231	1	0.384	0.5333	green	NA	NA	MGV
55	Spectrogram 1	1	662636.2396624	662636.49055837	0	527.5	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	44.4154	70.312	0	23.438	164.062	421.875	140.625	421.875	0.3636	0	0.1818	0.7273	1	0.128	0.2347	green	NA	NA	MGV
56	Spectrogram 1	1	662636.589124644	662637.001310881	0	1011	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	44.7649	117.188	0	46.875	234.375	726.562	187.5	726.562	0.4444	0.0556	0.2222	0.7778	0.9444	0.2133	0.3413	green	NA	NA	MGV
57	Spectrogram 1	1	662637.037153163	662637.261167422	0	688.6	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	45.2129	70.312	0	23.438	164.062	515.625	140.625	515.625	0.4444	0	0.1111	0.6667	1	0.1067	0.192	green	NA	NA	MGV
59	Spectrogram 1	1	662643.553622719	662643.750755267	0	1040.3	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	51.7294	70.312	0	23.438	210.938	726.562	187.5	726.562	0.5	0	0.125	0.625	1	0.0853	0.1707	green	NA	NA	MGV
61	Spectrogram 1	1	662639.933552292	662640.587673928	0	776.6	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	48.1093	164.062	23.438	70.312	281.25	609.375	210.938	585.938	0.6667	0.0333	0.3	0.8667	0.9667	0.3627	0.5973	green	NA	NA	MGV
64	Spectrogram 1	1	662644.046454089	662644.879787133	0	791.2	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	52.2222	164.062	23.438	70.312	257.812	562.5	187.5	539.062	0.6842	0.0263	0.3421	0.8158	0.8947	0.384	0.704	green	NA	NA	MGV
66	Spectrogram 1	1	662646.698782918	662649.145018627	0	688.6	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	54.8745	164.062	23.438	93.75	234.375	515.625	140.625	492.188	0.4336	0.0442	0.2389	0.7434	0.9027	1.216	2.0693	green	NA	NA	MGV
69	Spectrogram 1	1	662650.92817213	662651.214910382	0	571.4	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	59.1039	93.75	0	46.875	187.5	445.312	140.625	445.312	0.4167	0	0.1667	0.75	1	0.1493	0.256	green	NA	NA	MGV
70	Spectrogram 1	1	662651.205949811	662651.438924641	0	1025.6	S1130_048K_MGV_10457639_20250519_150000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_150000.flac	59.3817	93.75	0	46.875	234.375	726.562	187.5	726.562	0.4	0	0.2	0.7	1	0.1067	0.2133	green	NA	NA	MGV
72	Spectrogram 1	1	663203.526754897	663203.732848015	0	805.9	S1130_048K_MGV_10457639_20250519_151500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_151500.flac	11.7025	93.75	0	46.875	304.688	609.375	257.812	609.375	0.25	0	0.125	0.625	1	0.0853	0.1707	green	NA	NA	MGV
74	Spectrogram 1	1	663193.849338903	663194.01958974	0	893.8	S1130_048K_MGV_10457639_20250519_151500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_151500.flac	2.0251	93.75	0	46.875	351.562	632.812	304.688	632.812	0.2857	0	0.1429	0.5714	1	0.064	0.1493	green	NA	NA	MGV
78	Spectrogram 1	1	663197.290197923	663197.585896745	0	732.6	S1130_048K_MGV_10457639_20250519_151500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_151500.flac	5.466	93.75	0	46.875	281.25	585.938	234.375	585.938	0.3077	0	0.0769	0.6154	1	0.1493	0.2773	green	NA	NA	MGV
89	Spectrogram 1	1	663207.75614411	663207.917434376	0	1157.5	S1130_048K_MGV_10457639_20250519_151500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_151500.flac	15.9319	93.75	0	46.875	421.875	796.875	375	796.875	0.2857	0	0.1429	0.5714	1	0.064	0.1493	green	NA	NA	MGV
92	Spectrogram 1	1	663210.578723775	663210.731053471	14.7	674	S1130_048K_MGV_10457639_20250519_151500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_151500.flac	18.7545	93.75	23.438	70.312	351.562	585.938	281.25	562.5	0.2857	0	0.1429	0.5714	1	0.064	0.1493	green	NA	NA	MGV
97	Spectrogram 1	1	663214.302536062	663214.419023477	0	175.8	S1130_048K_MGV_10457639_20250519_151500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_151500.flac	22.4783	70.312	0	23.438	93.75	140.625	70.312	140.625	0.25	0	0	0.5	1	0.0427	0.0853	green	NA	NA	MGV
98	Spectrogram 1	1	663217.340169416	663217.519380823	0	600.7	S1130_048K_MGV_10457639_20250519_151500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_151500.flac	25.5159	93.75	0	46.875	210.938	539.062	164.062	539.062	0.25	0	0.125	0.625	1	0.0853	0.1707	green	NA	NA	MGV
100	Spectrogram 1	1	663216.739811201	663217.035510023	0	307.7	S1130_048K_MGV_10457639_20250519_151500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_151500.flac	24.9156	70.312	0	23.438	117.188	257.812	93.75	257.812	0.2308	0	0.0769	0.6154	1	0.1493	0.2773	green	NA	NA	MGV
103	Spectrogram 1	1	663218.648412689	663218.863466378	0	512.8	S1130_048K_MGV_10457639_20250519_151500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_151500.flac	26.8242	70.312	0	46.875	140.625	445.312	93.75	445.312	0.2222	0	0.1111	0.6667	1	0.1067	0.192	green	NA	NA	MGV
104	Spectrogram 1	1	663218.935150941	663219.293573755	0	630	S1130_048K_MGV_10457639_20250519_151500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_151500.flac	27.1109	93.75	0	46.875	257.812	539.062	210.938	539.062	0.3125	0	0.125	0.6875	0.9375	0.192	0.32	green	NA	NA	MGV
106	Spectrogram 1	1	663219.965616533	663220.38676334	0	381	S1130_048K_MGV_10457639_20250519_151500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_151500.flac	28.1414	93.75	0	46.875	164.062	328.125	117.188	328.125	0.4211	0	0.1053	0.7368	0.9474	0.256	0.384	green	NA	NA	MGV
107	Spectrogram 1	1	663220.485329614	663220.736225584	0	893.8	S1130_048K_MGV_10457639_20250519_151500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_151500.flac	28.6611	93.75	0	46.875	328.125	632.812	281.25	632.812	0.2727	0	0.0909	0.6364	0.9091	0.128	0.2133	green	NA	NA	MGV
109	Spectrogram 1	1	663221.040884977	663221.211135814	0	278.4	S1130_048K_MGV_10457639_20250519_151500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_151500.flac	29.2166	70.312	0	23.438	93.75	187.5	70.312	187.5	0.2857	0	0.1429	0.4286	0.8571	0.0427	0.128	green	NA	NA	MGV
111	Spectrogram 1	1	663223.050447137	663223.579120788	0	761.9	S1130_048K_MGV_10457639_20250519_151500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_151500.flac	31.2262	117.188	0	70.312	304.688	585.938	234.375	585.938	0.375	0	0.0833	0.7083	0.9583	0.32	0.4907	green	NA	NA	MGV
