Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 25% (Hz)	Freq 75% (Hz)	Freq 95% (Hz)	BW 50% (Hz)	BW 90% (Hz)	Center Time Rel.	Time 5% Rel.	Time 25% Rel.	Time 75% Rel.	Time 95% Rel.	Dur 50% (s)	Dur 90% (s)	colour	source	type	site	pulse count
1363	Spectrogram 1	1	9024.340200000	9024.564214259	0.000	864.469	S1130_048K_MGV_10457639_20250519_184500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_184500.flac	24.3402	210.938	23.438	117.188	257.812	398.438	140.625	375.000	0.2000	0.0000	0.0000	0.6000	0.9000	0.1280	0.1920	green	aquatic	harmonic	MGV	
1368	Spectrogram 1	1	9027.467400000	9027.879586236	0.000	923.077	S1130_048K_MGV_10457639_20250519_184500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_184500.flac	27.4674	210.938	23.438	117.188	257.812	445.312	140.625	421.875	0.4444	0.0000	0.1111	0.7222	0.9444	0.2347	0.3627	green	aquatic	harmonic	MGV	
1381	Spectrogram 1	1	9035.746700000	9035.988635400	0.000	996.337	S1130_048K_MGV_10457639_20250519_184500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_184500.flac	35.7467	210.938	23.438	117.188	257.812	468.750	140.625	445.312	0.2000	0.0000	0.0000	0.7000	0.9000	0.1493	0.1920	green	aquatic	harmonic	MGV	
1382	Spectrogram 1	1	9035.531600000	9035.755614259	0.000	1054.945	S1130_048K_MGV_10457639_20250519_184500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_184500.flac	35.5316	210.938	23.438	117.188	257.812	468.750	140.625	445.312	0.2000	0.0000	0.0000	0.7000	0.9000	0.1493	0.1920	green	aquatic	harmonic	MGV	
1384	Spectrogram 1	1	9035.164200000	9035.988572474	0.000	1142.857	S1130_048K_MGV_10457639_20250519_184500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_184500.flac	35.1642	210.938	46.875	140.625	257.812	445.312	117.188	398.438	0.7297	0.0000	0.3243	0.9459	1.0000	0.4907	0.7893	green	aquatic	chain	MGV	
1386	Spectrogram 1	1	9036.239500000	9036.848818785	0.000	908.425	S1130_048K_MGV_10457639_20250519_184500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_184500.flac	36.2395	210.938	23.438	117.188	257.812	468.750	140.625	445.312	0.4643	0.0000	0.1071	0.7500	0.9643	0.3840	0.5760	green	aquatic	chain	MGV	8
1387	Spectrogram 1	1	9033.175000000	9033.640949659	0.000	1010.989	S1130_048K_MGV_10457639_20250519_184500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_184500.flac	33.1750	210.938	23.438	117.188	257.812	515.625	140.625	492.188	0.4000	0.0000	0.1000	0.7000	0.9000	0.2560	0.3840	green	aquatic	harmonic	MGV	
1388	Spectrogram 1	1	9032.691100000	9033.004719963	0.000	1128.205	S1130_048K_MGV_10457639_20250519_184500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_184500.flac	32.6911	210.938	23.438	117.188	257.812	515.625	140.625	492.188	0.3571	0.0000	0.0714	0.7857	1.0000	0.2133	0.2987	green	aquatic	harmonic	MGV	
1389	Spectrogram 1	1	9032.682100000	9033.667762740	0.000	1157.509	S1130_048K_MGV_10457639_20250519_184500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_184500.flac	32.6821	210.938	46.875	164.062	257.812	398.438	93.750	351.562	0.7609	0.0217	0.3696	0.8696	0.9565	0.4907	0.9173	green	aquatic	chain	MGV	
1402	Spectrogram 1	1	9045.779600000	9045.967771977	73.260	468.864	S1130_048K_MGV_10457639_20250519_184500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_184500.flac	45.7796	234.375	93.750	164.062	257.812	328.125	93.750	234.375	0.2500	0.0000	0.0000	0.5000	1.0000	0.0853	0.1707	green	aquatic	chain	MGV	2
1447	Spectrogram 1	1	9056.647500000	9057.005922815	0.000	908.425	S1130_048K_MGV_10457639_20250519_184500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_184500.flac	56.6475	210.938	23.438	117.188	257.812	421.875	140.625	398.438	0.4375	0.0000	0.1250	0.8125	1.0000	0.2347	0.3413	green	aquatic	harmonic	MGV	
1453	Spectrogram 1	1	9650.725800000	9651.209670800	0.000	925.170	S1130_048K_MGV_10457639_20250519_190000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_190000.flac	50.7258	140.625	23.438	70.312	257.812	609.375	187.500	585.938	0.4091	0.0000	0.0909	0.6364	0.9545	0.2560	0.4480	green	aquatic	harmonic	MGV	
1460	Spectrogram 1	1	9657.168400000	9657.562665096	0.000	884.354	S1130_048K_MGV_10457639_20250519_190000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_190000.flac	57.1684	140.625	0.000	70.312	257.812	585.938	187.500	585.938	0.3889	0.0000	0.1111	0.6667	0.9444	0.2133	0.3627	green	aquatic	chain	MGV	2
1478	Spectrogram 1	1	9633.734500000	9633.949553689	15.873	888.889	S1130_048K_MGV_10457639_20250519_190000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_190000.flac	33.7345	140.625	23.438	70.312	257.812	539.062	187.500	515.625	0.2222	0.0000	0.1111	0.6667	1.0000	0.1067	0.1920	green	aquatic	chain	MGV	2
1481	Spectrogram 1	1	9632.668200000	9632.811569125	15.873	1000.000	S1130_048K_MGV_10457639_20250519_190000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_190000.flac	32.6682	140.625	23.438	70.312	257.812	562.500	187.500	539.062	0.3333	0.0000	0.1667	0.5000	1.0000	0.0427	0.1280	green	aquatic	harmonic	MGV	
1499	Spectrogram 1	1	9624.032300000	9624.301117111	0.000	1015.873	S1130_048K_MGV_10457639_20250519_190000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_190000.flac	24.0323	140.625	0.000	70.312	257.812	632.812	187.500	632.812	0.4167	0.0000	0.1667	0.8333	1.0000	0.1707	0.2560	green	aquatic	harmonic	MGV	
1501	Spectrogram 1	1	9624.614700000	9624.928319962	0.000	714.286	S1130_048K_MGV_10457639_20250519_190000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_190000.flac	24.6147	140.625	0.000	70.312	257.812	539.062	187.500	539.062	0.4286	0.0000	0.1429	0.7857	0.9286	0.1920	0.2773	green	aquatic	harmonic	MGV	
1538	Spectrogram 1	1	10242.329700000	10242.876294792	0.000	1129.252	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	42.3297	164.062	23.438	70.312	234.375	726.562	164.062	703.125	0.5833	0.0833	0.2917	0.7500	0.9167	0.2347	0.4267	green	aquatic	harmonic	MGV	
1543	Spectrogram 1	1	10244.516100000	10244.910365096	0.000	843.537	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	44.5161	140.625	23.438	70.312	234.375	585.938	164.062	562.500	0.7222	0.0556	0.2778	0.8333	0.9444	0.2133	0.3413	green	aquatic	harmonic	MGV	
1544	Spectrogram 1	1	10245.967700000	10246.863757037	0.000	1034.014	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	45.9677	164.062	23.438	70.312	351.562	750.000	281.250	726.562	0.4634	0.0488	0.3171	0.7317	0.9512	0.3627	0.7893	green	aquatic	chain	MGV	11
1567	Spectrogram 1	1	10231.353000000	10231.666619963	0.000	968.254	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	31.3530	140.625	0.000	70.312	257.812	703.125	187.500	703.125	0.5714	0.0714	0.2143	0.9286	1.0000	0.2133	0.2773	green	aquatic	harmonic	MGV	
1568	Spectrogram 1	1	10232.168400000	10232.634349659	0.000	1095.238	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	32.1684	164.062	23.438	70.312	234.375	703.125	164.062	679.688	0.6667	0.0952	0.3333	0.8095	0.9524	0.2133	0.3840	green	aquatic	harmonic	MGV	
1569	Spectrogram 1	1	10232.974900000	10233.360204525	0.000	1111.111	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	32.9749	164.062	23.438	70.312	257.812	726.562	187.500	703.125	0.7059	0.0588	0.2941	0.8824	1.0000	0.2133	0.3413	green	aquatic	harmonic	MGV	
1570	Spectrogram 1	1	10233.620100000	10234.041246807	0.000	1126.984	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	33.6201	164.062	23.438	70.312	234.375	726.562	164.062	703.125	0.7368	0.1053	0.3158	0.8421	1.0000	0.2133	0.3627	green	aquatic	harmonic	MGV	
1571	Spectrogram 1	1	10232.141600000	10234.059162058	0.000	1174.603	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	32.1416	117.188	46.875	93.750	164.062	585.938	70.312	539.062	0.7753	0.1124	0.4831	0.7753	0.8090	0.5547	1.3227	green	aquatic	chain	MGV	
1575	Spectrogram 1	1	10234.677400000	10234.973098822	15.873	952.381	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	34.6774	140.625	23.438	93.750	375.000	750.000	281.250	726.562	0.3846	0.0000	0.2308	0.7692	1.0000	0.1493	0.2773	green	aquatic	chain	MGV	3
1592	Spectrogram 1	1	10222.455200000	10222.607529696	142.857	1142.857	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	22.4552	421.875	164.062	257.812	585.938	937.500	328.125	773.438	0.6667	0.0000	0.3333	0.8333	1.0000	0.0640	0.1280	green	aquatic	chain	MGV	2
1594	Spectrogram 1	1	10221.875600000	10222.458037074	0.000	879.121	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	21.8756	164.062	23.438	70.312	234.375	609.375	164.062	585.938	0.5385	0.0769	0.3077	0.7308	0.9231	0.2347	0.4693	green	aquatic	harmonic	MGV	
1601	Spectrogram 1	1	10220.809200000	10221.836874238	0.000	879.121	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	20.8092	164.062	23.438	70.312	328.125	679.688	257.812	656.250	0.4043	0.0426	0.2979	0.6596	0.9149	0.3627	0.8747	green	aquatic	chain	MGV	5
1612	Spectrogram 1	1	10207.446200000	10207.715017111	0.000	967.033	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	7.4462	140.625	0.000	46.875	351.562	750.000	304.688	750.000	0.4545	0.0000	0.1818	0.7273	1.0000	0.1280	0.2347	green	aquatic	harmonic	MGV	
1616	Spectrogram 1	1	10210.403200000	10210.573450837	0.000	454.212	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	10.4032	117.188	0.000	23.438	187.500	398.438	164.062	398.438	0.4286	0.0000	0.2857	0.7143	1.0000	0.0640	0.1493	green	aquatic	chain	MGV	2
1618	Spectrogram 1	1	10210.797500000	10211.039435400	0.000	732.601	S1130_048K_MGV_10457639_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_191500.flac	10.7975	140.625	0.000	46.875	281.250	562.500	234.375	562.500	0.4000	0.0000	0.2000	0.7000	1.0000	0.1067	0.2133	green	aquatic	chain	MGV	2
1628	Spectrogram 1	1	10859.032200000	10859.408543955	0.000	1047.619	S1130_048K_MGV_10457639_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_193000.flac	59.0322	187.500	23.438	93.750	257.812	585.938	164.062	562.500	0.3750	0.0625	0.1875	0.8125	1.0000	0.2133	0.3200	green	aquatic	harmonic	MGV	
1636	Spectrogram 1	1	10848.405000000	10848.718619963	0.000	462.585	S1130_048K_MGV_10457639_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_193000.flac	48.4050	187.500	0.000	93.750	234.375	351.562	140.625	351.562	0.3571	0.0714	0.1429	0.7143	1.0000	0.1707	0.2773	green	aquatic	chain	MGV	
1641	Spectrogram 1	1	10846.783100000	10847.302813081	0.000	476.190	S1130_048K_MGV_10457639_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_193000.flac	46.7831	187.500	23.438	93.750	210.938	375.000	117.188	351.562	0.6667	0.0417	0.2083	0.7917	0.9167	0.2987	0.4480	green	aquatic	chain	MGV	3
1644	Spectrogram 1	1	10844.345900000	10844.749125667	0.000	857.143	S1130_048K_MGV_10457639_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_193000.flac	44.3459	187.500	23.438	93.750	234.375	539.062	140.625	515.625	0.5000	0.0556	0.1667	0.8333	1.0000	0.2560	0.3627	green	aquatic	harmonic	MGV	
1645	Spectrogram 1	1	10843.673800000	10844.211434222	0.000	367.347	S1130_048K_MGV_10457639_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_193000.flac	43.6738	164.062	23.438	93.750	210.938	304.688	117.188	281.250	0.6667	0.0417	0.2083	0.7917	0.9167	0.2987	0.4480	green	aquatic	chain	MGV	
1673	Spectrogram 1	1	10827.043000000	10827.293895970	0.000	1142.857	S1130_048K_MGV_10457639_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_193000.flac	27.0430	210.938	0.000	93.750	257.812	609.375	164.062	609.375	0.3636	0.0000	0.0909	0.6364	1.0000	0.1280	0.2347	green	aquatic	harmonic	MGV	
1680	Spectrogram 1	1	10824.695300000	10825.358382207	0.000	952.381	S1130_048K_MGV_10457639_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_193000.flac	24.6953	164.062	23.438	93.750	234.375	539.062	140.625	515.625	0.6000	0.0333	0.2333	0.7333	1.0000	0.3200	0.6187	green	aquatic	chain	MGV	10
1681	Spectrogram 1	1	10826.379900000	10826.541190266	0.000	984.127	S1130_048K_MGV_10457639_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_193000.flac	26.3799	210.938	0.000	117.188	257.812	562.500	140.625	562.500	0.4286	0.0000	0.1429	0.7143	1.0000	0.0853	0.1493	green	aquatic	harmonic	MGV	
1734	Spectrogram 1	1	11409.982100000	11410.600379355	0.000	776.557	S1130_048K_MGV_10457639_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_194500.flac	9.9821	164.062	23.438	70.312	304.688	609.375	234.375	585.938	0.3571	0.0000	0.1071	0.7143	0.9643	0.3627	0.5760	green	aquatic	chain	MGV	2
1737	Spectrogram 1	1	11412.500000000	11413.100358214	0.000	981.685	S1130_048K_MGV_10457639_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_194500.flac	12.5000	164.062	23.438	70.312	351.562	750.000	281.250	726.562	0.3571	0.0000	0.1071	0.7143	0.9643	0.3627	0.5760	green	aquatic	harmonic	MGV	
1738	Spectrogram 1	1	11413.476700000	11413.870965097	0.000	1025.641	S1130_048K_MGV_10457639_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_194500.flac	13.4767	164.062	0.000	70.312	351.562	726.562	281.250	726.562	0.2778	0.0000	0.1111	0.6111	0.9444	0.1920	0.3627	green	aquatic	harmonic	MGV	
1739	Spectrogram 1	1	11415.134400000	11415.448019963	0.000	1025.641	S1130_048K_MGV_10457639_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_194500.flac	15.1344	164.062	0.000	70.312	351.562	703.125	281.250	703.125	0.3571	0.0000	0.0714	0.6429	0.9286	0.1707	0.2773	green	aquatic	harmonic	MGV	
1785	Spectrogram 1	1	11443.443800000	11443.972473651	0.000	873.016	S1130_048K_MGV_10457639_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_194500.flac	43.4438	164.062	23.438	70.312	328.125	632.812	257.812	609.375	0.3333	0.0000	0.0833	0.6667	0.9583	0.2987	0.4907	green	aquatic	chain	MGV	5
1798	Spectrogram 1	1	11449.008300000	11449.348801673	27.211	1034.014	S1130_048K_MGV_10457639_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_194500.flac	49.0083	187.500	46.875	93.750	398.438	750.000	304.688	703.125	0.3333	0.0000	0.0667	0.6667	0.9333	0.1920	0.2987	green	aquatic	harmonic	MGV	
1799	Spectrogram 1	1	11449.357800000	11449.734143955	40.816	952.381	S1130_048K_MGV_10457639_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_194500.flac	49.3578	187.500	46.875	93.750	375.000	679.688	281.250	632.812	0.2941	0.0000	0.0588	0.5882	0.9412	0.1920	0.3413	green	aquatic	chain	MGV	6
1816	Spectrogram 1	1	11448.342300000	11448.611117111	0.000	1020.408	S1130_048K_MGV_10457639_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_194500.flac	48.3423	164.062	0.000	70.312	351.562	679.688	281.250	679.688	0.3636	0.0000	0.0909	0.6364	0.9091	0.1280	0.2133	green	aquatic	harmonic	MGV	
1824	Spectrogram 1	1	12025.851300000	12026.926568444	0.000	904.762	S1130_048K_MGV_10457639_20250519_200000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_200000.flac	25.8513	210.938	23.438	93.750	445.312	726.562	351.562	703.125	0.4400	0.0200	0.2400	0.7400	1.0000	0.5333	1.0453	green	aquatic	chain	MGV	17
1825	Spectrogram 1	1	12025.295700000	12025.779570800	31.746	1253.968	S1130_048K_MGV_10457639_20250519_200000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_200000.flac	25.2957	257.812	46.875	140.625	515.625	937.500	375.000	890.625	0.5455	0.0455	0.3182	0.6818	1.0000	0.1707	0.4480	green	aquatic	harmonic	MGV	
1827	Spectrogram 1	1	12022.858400000	12023.404994792	31.746	1206.349	S1130_048K_MGV_10457639_20250519_200000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_200000.flac	22.8584	257.812	46.875	140.625	515.625	914.062	375.000	867.188	0.5200	0.0400	0.2800	0.6800	0.9200	0.2133	0.4693	green	aquatic	harmonic	MGV	
1850	Spectrogram 1	1	12013.431900000	12013.790322814	14.652	1069.597	S1130_048K_MGV_10457639_20250519_200000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_200000.flac	13.4319	257.812	23.438	117.188	515.625	843.750	398.438	820.312	0.7500	0.0625	0.3125	0.8125	0.9375	0.1707	0.2987	green	aquatic	harmonic	MGV	
1851	Spectrogram 1	1	12014.050200000	12014.390701674	14.652	981.685	S1130_048K_MGV_10457639_20250519_200000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_200000.flac	14.0502	257.812	23.438	117.188	515.625	820.312	398.438	796.875	0.7333	0.0667	0.2667	0.8667	0.9333	0.1920	0.2773	green	aquatic	harmonic	MGV	
1854	Spectrogram 1	1	12019.928355850	12020.258193119	0.000	981.685	S1130_048K_MGV_10457639_20250519_200000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_200000.flac	19.9284	234.375	0.000	93.750	468.750	796.875	375.000	796.875	0.6429	0.0000	0.2143	0.9286	1.0000	0.2133	0.2987	green	aquatic	chain	MGV	3
1857	Spectrogram 1	1	12019.093400000	12019.487665096	0.000	1025.641	S1130_048K_MGV_10457639_20250519_200000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_200000.flac	19.0934	234.375	0.000	93.750	468.750	820.312	375.000	820.312	0.6471	0.0000	0.2353	0.7647	0.9412	0.1920	0.3413	green	aquatic	harmonic	MGV	
1865	Spectrogram 1	1	12051.586000000	12051.899619963	0.000	979.592	S1130_048K_MGV_10457639_20250519_200000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_200000.flac	51.5860	234.375	0.000	93.750	468.750	773.438	375.000	773.438	0.6154	0.0000	0.2308	0.9231	1.0000	0.1920	0.2773	green	aquatic	harmonic	MGV	
