Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 25% (Hz)	Freq 75% (Hz)	Freq 95% (Hz)	BW 50% (Hz)	BW 90% (Hz)	Center Time Rel.	Time 5% Rel.	Time 25% Rel.	Time 75% Rel.	Time 95% Rel.	Dur 50% (s)	Dur 90% (s)	colour	source	type	site
536	Spectrogram 1	1	10623.206084438	10623.286729571	190.476	981.685	S1130_048K_LVR_10458035_20250519_190000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_190000.flac	25.2061	468.75	210.938	281.25	656.25	914.062	375	703.125	0.6667	0	0.3333	1	1	0.0427	0.064	green	NA	NA	LVR
543	Spectrogram 1	1	10631.915758833	10632.005364537	43.956	249.084	S1130_048K_LVR_10458035_20250519_190000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_190000.flac	33.9158	93.75	46.875	70.312	140.625	234.375	70.312	187.5	0.6667	0	0	1	1	0.064	0.064	green	NA	NA	LVR
544	Spectrogram 1	1	10632.220418225	10632.363787351	29.304	234.432	S1130_048K_LVR_10458035_20250519_190000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_190000.flac	34.2204	70.312	46.875	70.312	140.625	210.938	70.312	164.062	0.5	0	0.1667	0.6667	1	0.064	0.128	green	NA	NA	LVR
546	Spectrogram 1	1	10636.440846868	10636.602137134	14.652	234.432	S1130_048K_LVR_10458035_20250519_190000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_190000.flac	38.4409	70.312	23.438	46.875	140.625	210.938	93.75	187.5	0.5	0	0.1667	0.6667	1	0.064	0.128	green	NA	NA	LVR
547	Spectrogram 1	1	10640.446221821	10640.553748665	0	205.128	S1130_048K_LVR_10458035_20250519_190000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_190000.flac	42.4462	70.312	0	23.438	93.75	164.062	70.312	164.062	0.5	0	0	0.75	1	0.064	0.0853	green	NA	NA	LVR
548	Spectrogram 1	1	10644.711453315	10644.863783011	29.304	249.084	S1130_048K_LVR_10458035_20250519_190000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_190000.flac	46.7115	70.312	46.875	70.312	140.625	210.938	70.312	164.062	0.5	0	0.1667	0.6667	1	0.064	0.128	green	NA	NA	LVR
549	Spectrogram 1	1	10646.163065714	10646.369158832	29.304	263.736	S1130_048K_LVR_10458035_20250519_190000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_190000.flac	48.1631	93.75	46.875	70.312	164.062	257.812	93.75	210.938	0.3333	0	0.1111	0.6667	1	0.1067	0.192	green	NA	NA	LVR
557	Spectrogram 1	1	10652.327938125	10652.462346681	58.608	586.081	S1130_048K_LVR_10458035_20250519_190000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_190000.flac	54.3279	210.938	70.312	93.75	398.438	562.5	304.688	492.188	0.5	0	0.1667	0.6667	1	0.064	0.128	green	NA	NA	LVR
559	Spectrogram 1	1	11215.455191072	11215.598560198	380.952	3252.747	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	17.4552	796.875	468.75	585.938	1218.75	2765.625	632.812	2296.875	0.5	0	0.5	1	1	0.064	0.128	green	NA	NA	LVR
560	Spectrogram 1	1	11215.679205331	11215.813613886	336.996	2915.751	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	17.6792	773.438	445.312	562.5	1078.125	2414.062	515.625	1968.75	0.5	0	0.5	1	1	0.064	0.128	green	NA	NA	LVR
561	Spectrogram 1	1	11215.455191072	11215.831535027	307.692	3267.399	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	17.4552	2507.812	468.75	820.312	2695.312	2929.688	1875	2460.938	0.8824	0.1176	0.3529	0.9412	0.9412	0.2133	0.2987	green	NA	NA	LVR
562	Spectrogram 1	1	11217.256265715	11217.345871419	293.04	1245.421	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	19.2563	820.312	351.562	585.938	867.188	1101.562	281.25	750	0.75	0	0.5	0.75	1	0.0213	0.0853	green	NA	NA	LVR
563	Spectrogram 1	1	11217.318989708	11217.462358834	14.652	1289.377	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	19.319	492.188	23.438	140.625	773.438	1031.25	632.812	1007.812	0.6667	0	0.5	1	1	0.064	0.128	green	NA	NA	LVR
564	Spectrogram 1	1	11217.247305145	11217.471319404	29.304	1304.029	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	19.2473	492.188	46.875	210.938	773.438	1054.688	562.5	1007.812	0.5556	0	0.3333	0.6667	0.8889	0.064	0.1707	green	NA	NA	LVR
568	Spectrogram 1	1	11221.933683446	11222.03224972	424.908	1128.205	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	23.9337	820.312	515.625	703.125	867.188	1031.25	164.062	515.625	1	0	0.6667	1	1	0.0213	0.064	green	NA	NA	LVR
569	Spectrogram 1	1	11223.958772349	11224.039417482	351.648	1274.725	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	25.9588	656.25	421.875	539.062	867.188	1218.75	328.125	796.875	0.5	0	0	1	1	0.0427	0.0427	green	NA	NA	LVR
570	Spectrogram 1	1	11226.673825169	11226.781352014	0	2197.802	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	28.6738	562.5	0	70.312	843.75	1710.938	773.438	1710.938	0.75	0	0.25	0.75	1	0.0427	0.0853	green	NA	NA	LVR
572	Spectrogram 1	1	11226.664864599	11226.870957717	0	2197.802	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	28.6649	492.188	0	117.188	820.312	1710.938	703.125	1710.938	0.4444	0	0.3333	0.6667	0.8889	0.064	0.1707	green	NA	NA	LVR
577	Spectrogram 1	1	11234.29030998	11234.433679106	322.344	2139.194	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	36.2903	703.125	421.875	515.625	914.062	1804.688	398.438	1382.812	0.6667	0	0.5	1	1	0.064	0.128	green	NA	NA	LVR
580	Spectrogram 1	1	11233.994611158	11234.469521387	263.736	2095.238	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	35.9946	773.438	328.125	515.625	1148.438	1875	632.812	1546.875	0.2857	0.0476	0.1429	0.6667	0.9524	0.2347	0.4053	green	NA	NA	LVR
582	Spectrogram 1	1	11238.086195401	11238.184761675	175.824	1347.985	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	40.0862	820.312	281.25	562.5	867.188	1171.875	304.688	890.625	1	0	0.6667	1	1	0.0213	0.064	green	NA	NA	LVR
583	Spectrogram 1	1	11238.498381638	11238.623829623	73.26	1391.941	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	40.4984	726.562	117.188	351.562	843.75	1195.312	492.188	1078.125	0.6	0	0.4	0.6	1	0.0213	0.1067	green	NA	NA	LVR
584	Spectrogram 1	1	11238.104116542	11238.265406808	0	234.432	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	40.1041	46.875	0	23.438	93.75	210.938	70.312	210.938	0.5	0	0	0.8333	1	0.1067	0.128	green	NA	NA	LVR
585	Spectrogram 1	1	11241.933676502	11242.014321635	14.652	1582.418	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	43.9337	656.25	23.438	140.625	843.75	1242.188	703.125	1218.75	1	0	0.3333	1	1	0.0427	0.064	green	NA	NA	LVR
587	Spectrogram 1	1	11241.924715931	11242.094966768	0	1611.722	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	43.9247	492.188	0	93.75	773.438	1195.312	679.688	1195.312	0.5714	0	0.2857	0.8571	1	0.0853	0.1493	green	NA	NA	LVR
588	Spectrogram 1	1	11245.258048107	11245.374535522	278.388	2769.231	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	47.258	843.75	351.562	656.25	1218.75	2320.312	562.5	1968.75	0.75	0	0.5	0.75	1	0.0213	0.0853	green	NA	NA	LVR
589	Spectrogram 1	1	11245.0788367	11245.150521263	820.513	2065.934	S1130_048K_LVR_10458035_20250519_191500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_191500.flac	47.0788	1312.5	843.75	1007.812	1617.188	2039.062	609.375	1195.312	0.5	0	0	1	1	0.0427	0.0427	green	NA	NA	LVR
591	Spectrogram 1	1	11798.376343955	11798.519713081	43.956	2109.89	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	0.3764	562.5	164.062	398.438	750	1148.438	351.562	984.375	1	0	0	1	1	0.128	0.128	green	NA	NA	LVR
592	Spectrogram 1	1	11798.188171978	11798.268817111	0	1655.678	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	0.1882	421.875	93.75	398.438	632.812	820.312	234.375	726.562	0	0	0	0.5	1	0.0213	0.0427	green	NA	NA	LVR
594	Spectrogram 1	1	11798.116487415	11798.277777681	29.304	1728.938	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	0.1165	539.062	164.062	398.438	726.562	1101.562	328.125	937.5	0.8571	0	0	0.8571	1	0.128	0.1493	green	NA	NA	LVR
595	Spectrogram 1	1	11834.442639676001	11834.621851083	14.652	3897.436	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	36.4426	539.062	140.625	398.438	750	1265.625	351.562	1125	0.8571	0	0.1429	0.8571	1	0.1067	0.1493	green	NA	NA	LVR
596	Spectrogram 1	1	11855.284926346	11855.517901175	0	3809.524	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	57.2849	468.75	93.75	375	679.688	843.75	304.688	750	0.9	0	0.9	0.9	0.9	0	0.192	green	NA	NA	LVR
597	Spectrogram 1	1	11850.150519527	11850.275967512	29.304	1494.505	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	52.1505	421.875	117.188	398.438	632.812	960.938	234.375	843.75	0	0	0	0.4	0.8	0.0427	0.0853	green	NA	NA	LVR
598	Spectrogram 1	1	11839.998193303	11840.060917295	219.78	3794.872	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	41.9982	421.875	351.562	398.438	679.688	1101.562	281.25	750	0	0	0	0.5	1	0.0213	0.0427	green	NA	NA	LVR
600	Spectrogram 1	1	11838.30988585	11838.471176116	0	805.861	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	40.3099	445.312	93.75	375	632.812	773.438	257.812	679.688	0.8571	0	0	0.8571	1	0.128	0.1493	green	NA	NA	LVR
601	Spectrogram 1	1	11837.664724783	11837.754330487	14.652	1362.637	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	39.6647	421.875	117.188	398.438	632.812	820.312	234.375	703.125	0	0	0	0.3333	0.6667	0.0213	0.0427	green	NA	NA	LVR
602	Spectrogram 1	1	11837.745369917	11837.852896761	14.652	1304.029	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	39.7454	421.875	117.188	398.438	632.812	820.312	234.375	703.125	0	0	0	0.5	0.5	0.0427	0.0427	green	NA	NA	LVR
603	Spectrogram 1	1	11837.861857332	11837.951463035	29.304	1274.725	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	39.8619	421.875	117.188	398.438	632.812	796.875	234.375	679.688	0	0	0	0.3333	0.6667	0.0213	0.0427	green	NA	NA	LVR
605	Spectrogram 1	1	11837.646803643	11838.023147598	14.652	1391.941	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	39.6468	468.75	93.75	375	679.688	820.312	304.688	726.562	0.5294	0	0.5294	0.5294	0.5882	0	0.2133	green	NA	NA	LVR
606	Spectrogram 1	1	11820.79569101	11820.885296713	29.304	2021.978	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	22.7957	421.875	117.188	398.438	632.812	984.375	234.375	867.188	0	0	0	0.6667	0.6667	0.0427	0.0427	green	NA	NA	LVR
607	Spectrogram 1	1	11820.876336143	11820.965941846	0	2007.326	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	22.8763	421.875	93.75	375	632.812	984.375	257.812	890.625	0	0	0	0.6667	0.6667	0.0427	0.0427	green	NA	NA	LVR
608	Spectrogram 1	1	11820.786730439	11820.974902417	29.304	2021.978	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	22.7867	539.062	140.625	398.438	726.562	1148.438	328.125	1007.812	0.75	0	0.125	0.75	0.875	0.1067	0.1493	green	NA	NA	LVR
609	Spectrogram 1	1	11823.797482082	11823.98565406	14.652	2402.93	S1130_048K_LVR_10458035_20250519_193000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_193000.flac	25.7975	539.062	117.188	398.438	726.562	1148.438	328.125	1031.25	0.75	0	0.125	0.75	0.875	0.1067	0.1493	green	NA	NA	LVR
610	Spectrogram 1	1	12401.073475635	12401.243726472	0	2490.842	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	3.0735	351.562	0	70.312	1218.75	1968.75	1148.438	1968.75	0.2857	0	0.1429	0.5714	1	0.064	0.1493	green	NA	NA	LVR
611	Spectrogram 1	1	12402.148744079	12402.265231494	87.912	1523.81	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	4.1487	539.062	93.75	187.5	960.938	1429.688	773.438	1335.938	0.4	0	0.2	0.6	1	0.0427	0.1067	green	NA	NA	LVR
612	Spectrogram 1	1	12405.168456292	12405.311825418	87.912	1289.377	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	7.1685	421.875	93.75	164.062	796.875	1195.312	632.812	1101.562	0.4	0	0.2	0.6	1	0.0427	0.1067	green	NA	NA	LVR
613	Spectrogram 1	1	12407.749100558	12407.910390824	14.652	1377.289	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	9.7491	210.938	23.438	70.312	726.562	1218.75	656.25	1195.312	0.3333	0	0.1667	0.6667	1	0.064	0.128	green	NA	NA	LVR
614	Spectrogram 1	1	12428.15231928	12428.250885554	14.652	1347.985	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	30.1523	210.938	23.438	70.312	726.562	1195.312	656.25	1171.875	0.5	0	0.25	0.75	1	0.0427	0.0853	green	NA	NA	LVR
616	Spectrogram 1	1	12412.874546807	12413.107521636	14.652	1948.718	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	14.8745	398.438	23.438	93.75	1101.562	1804.688	1007.812	1781.25	0.3	0	0.2	0.7	1	0.1067	0.2133	green	NA	NA	LVR
617	Spectrogram 1	1	12414.469528332	12414.68458202	29.304	1787.546	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	16.4695	421.875	46.875	117.188	1054.688	1687.5	937.5	1640.625	0.3333	0	0.2222	0.6667	1	0.0853	0.192	green	NA	NA	LVR
618	Spectrogram 1	1	12414.693542591	12414.801069435	29.304	1509.158	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	16.6935	257.812	46.875	93.75	843.75	1335.938	750	1289.062	0.5	0	0.25	0.75	1	0.0427	0.0853	green	NA	NA	LVR
620	Spectrogram 1	1	12413.008955362	12413.107521636	43.956	1597.07	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	15.009	304.688	46.875	93.75	867.188	1429.688	773.438	1382.812	0.5	0	0.25	0.75	1	0.0427	0.0853	green	NA	NA	LVR
621	Spectrogram 1	1	12412.883507377	12413.026876503	29.304	1948.718	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	14.8835	539.062	46.875	117.188	1195.312	1804.688	1078.125	1757.812	0.3333	0	0.3333	0.6667	1	0.0427	0.128	green	NA	NA	LVR
622	Spectrogram 1	1	12414.478488902	12414.568094606	29.304	1245.421	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	16.4785	234.375	46.875	117.188	726.562	1148.438	609.375	1101.562	0.6667	0	0.3333	1	1	0.0427	0.064	green	NA	NA	LVR
623	Spectrogram 1	1	12414.550173465	12414.612897457	14.652	1435.897	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	16.5502	234.375	23.438	93.75	773.438	1289.062	679.688	1265.625	0	0	0	1	1	0.0213	0.0213	green	NA	NA	LVR
624	Spectrogram 1	1	12414.603936887	12414.68458202	0	1421.245	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	16.6039	210.938	0	70.312	726.562	1242.188	656.25	1242.188	0.6667	0	0.3333	1	1	0.0427	0.064	green	NA	NA	LVR
625	Spectrogram 1	1	12414.693542591	12414.899635709	29.304	1494.505	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	16.6935	257.812	46.875	93.75	820.312	1312.5	726.562	1265.625	0.3333	0	0.2222	0.6667	1	0.0853	0.192	green	NA	NA	LVR
626	Spectrogram 1	1	12420.025081958	12420.105727091	29.304	1318.681	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	22.0251	257.812	46.875	117.188	773.438	1195.312	656.25	1148.438	0.6667	0	0.3333	1	1	0.0427	0.064	green	NA	NA	LVR
627	Spectrogram 1	1	12420.096766521	12420.159490514	14.652	1054.945	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	22.096800000000002	140.625	23.438	70.312	632.812	1007.812	562.5	984.375	0	0	0	1	1	0.0213	0.0213	green	NA	NA	LVR
628	Spectrogram 1	1	12420.016121388	12420.168451084	14.652	1347.985	S1130_048K_LVR_10458035_20250519_194500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_194500.flac	22.0161	210.938	23.438	70.312	726.562	1195.312	656.25	1171.875	0.3333	0	0.1667	0.6667	1	0.064	0.128	green	NA	NA	LVR
