Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)
284	Spectrogram 1	1	664429.243591846	664429.476566675	0.000	615.400	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	37.4193
285	Spectrogram 1	1	664429.467606105	664429.727462646	0.000	1260.100	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	37.6434
286	Spectrogram 1	1	664430.130688312	664430.417426564	0.000	1025.600	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	38.3064
287	Spectrogram 1	1	664430.990903067	664431.465813296	0.000	1025.600	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	39.1666
288	Spectrogram 1	1	664430.471189986	664430.802731089	0.000	410.300	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	38.6469
289	Spectrogram 1	1	664436.026743612	664436.268679012	0.000	337.000	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	44.2025
290	Spectrogram 1	1	664437.343947456	664437.729251982	0.000	395.600	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	45.5197
291	Spectrogram 1	1	664438.087674796	664438.248965063	58.600	732.600	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	46.2634
292	Spectrogram 1	1	664438.643230159	664439.028534685	0.000	351.600	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	46.8190
293	Spectrogram 1	1	664439.431760351	664439.628892899	14.700	439.600	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	47.6075
294	Spectrogram 1	1	664439.879788870	664440.130684840	0.000	630.000	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	48.0555
295	Spectrogram 1	1	664440.381580810	664440.560792217	14.700	322.300	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	48.5573
296	Spectrogram 1	1	664441.394125261	664441.680863513	0.000	571.400	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	49.5699
297	Spectrogram 1	1	664441.752548076	664442.119931461	0.000	717.900	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	49.9283
298	Spectrogram 1	1	664443.051830779	664443.284805608	0.000	747.300	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	51.2276
299	Spectrogram 1	1	664442.137852602	664442.989106786	0.000	688.600	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	50.3136
300	Spectrogram 1	1	664443.311687320	664443.759715838	0.000	732.600	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	51.4874
301	Spectrogram 1	1	664443.822439830	664445.139643674	0.000	908.400	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	51.9982
302	Spectrogram 1	1	664445.569751052	664446.053621851	0.000	761.900	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	53.7455
303	Spectrogram 1	1	664446.322438962	664447.334983414	0.000	615.400	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	54.4982
304	Spectrogram 1	1	664448.248961591	664449.252545472	0.000	1333.300	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	56.4247
305	Spectrogram 1	1	664448.670108398	664448.822438094	0.000	952.400	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	56.8459
306	Spectrogram 1	1	664448.571542124	664448.661147828	0.000	776.600	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	56.7473
307	Spectrogram 1	1	664448.499857561	664448.580502694	0.000	791.200	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	56.6756
308	Spectrogram 1	1	664448.419212428	664448.490896991	0.000	1011.000	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	56.5950
309	Spectrogram 1	1	664448.257922161	664448.410251857	0.000	1054.900	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	56.4337
310	Spectrogram 1	1	664448.831398665	664448.894122657	0.000	820.500	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	57.0071
311	Spectrogram 1	1	664449.843943116	664450.014193953	58.600	776.600	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	58.0197
312	Spectrogram 1	1	664451.483727493	664451.770465744	0.000	908.400	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	59.6595
313	Spectrogram 1	1	664451.241792093	664451.465806352	0.000	1040.300	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	59.4175
314	Spectrogram 1	1	664450.650394449	664451.170107530	0.000	527.500	S1130_048K_MGV_10457639_20250519_154500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_154500.flac	58.8261
315	Spectrogram 1	1	664993.428192095	664993.634285214	0.000	2432.200	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	1.6039
316	Spectrogram 1	1	664991.869052852	664992.594859051	0.000	732.600	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	0.0448
317	Spectrogram 1	1	664992.594859051	664992.818873310	0.000	175.800	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	0.7706
318	Spectrogram 1	1	664996.071560353	664996.313495753	0.000	454.200	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	4.2473
319	Spectrogram 1	1	664998.401308648	664998.589480626	73.300	674.000	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	6.5771
320	Spectrogram 1	1	664997.836792715	664998.069767545	0.000	366.300	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	6.0125
321	Spectrogram 1	1	664998.643244048	664998.974785152	14.700	293.000	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	6.8190
322	Spectrogram 1	1	665002.702382424	665002.845751549	205.100	981.700	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	10.8781
323	Spectrogram 1	1	665002.567973868	665002.711342994	73.300	761.900	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	10.7437
324	Spectrogram 1	1	665001.474784283	665002.576934438	0.000	381.000	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	9.6505
325	Spectrogram 1	1	665007.048259051	665007.469405858	0.000	849.800	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	15.2240
326	Spectrogram 1	1	665017.137861282	665017.532126378	0.000	820.500	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	25.3136
327	Spectrogram 1	1	665007.532129850	665008.741806850	0.000	937.700	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	15.7079
328	Spectrogram 1	1	665008.786609702	665011.116357997	0.000	630.000	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	16.9624
329	Spectrogram 1	1	665011.921030172	665012.709560364	0.000	688.600	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	20.0968
330	Spectrogram 1	1	665014.779452118	665015.747193718	0.000	571.400	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	22.9552
331	Spectrogram 1	1	665016.490921058	665016.697014177	29.300	805.900	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	24.6667
332	Spectrogram 1	1	665034.116362967	665034.376219507	0.000	967.000	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	42.2921
333	Spectrogram 1	1	665035.917437610	665036.078727877	0.000	703.300	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	44.0932
334	Spectrogram 1	1	665037.378010580	665037.575143128	0.000	234.400	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	45.5538
335	Spectrogram 1	1	665029.967618888	665030.227475428	0.000	747.300	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	38.1434
336	Spectrogram 1	1	665030.299159991	665030.469410828	0.000	688.600	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	38.4749
337	Spectrogram 1	1	665030.567977102	665030.791991361	0.000	659.300	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	38.7437
338	Spectrogram 1	1	665030.800951932	665030.971202769	0.000	703.300	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	38.9767
339	Spectrogram 1	1	665030.989123909	665031.195217028	0.000	468.900	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	39.1649
340	Spectrogram 1	1	665029.797368051	665031.213138168	0.000	776.600	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	37.9731
341	Spectrogram 1	1	665032.494499731	665032.754356271	14.700	791.200	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	40.6703
342	Spectrogram 1	1	665032.136076916	665032.404894027	0.000	849.800	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	40.3118
343	Spectrogram 1	1	665031.831417524	665032.745395701	0.000	879.100	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	40.0072
344	Spectrogram 1	1	665024.987320922	665025.175492900	278.400	1377.300	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	33.1631
345	Spectrogram 1	1	665025.892338529	665026.017786514	14.700	468.900	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	34.0681
346	Spectrogram 1	1	665026.967606973	665027.317069217	0.000	439.600	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	35.1434
347	Spectrogram 1	1	665027.352911499	665027.505241195	0.000	410.300	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	35.5287
348	Spectrogram 1	1	665026.636065869	665026.922804121	0.000	717.900	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	34.8118
349	Spectrogram 1	1	665027.523162336	665027.935348572	0.000	849.800	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	35.6989
350	Spectrogram 1	1	665028.096638839	665028.302731957	0.000	424.900	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	36.2724
351	Spectrogram 1	1	665029.458645535	665029.799147208	0.000	293.000	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	37.6344
352	Spectrogram 1	1	665026.636065869	665028.311692528	0.000	820.500	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	34.8118
353	Spectrogram 1	1	665022.765099472	665023.481945101	0.000	820.500	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	30.9409
354	Spectrogram 1	1	665023.499866242	665024.557213545	0.000	937.700	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	31.6756
355	Spectrogram 1	1	665024.566174115	665024.790188374	0.000	366.300	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	32.7419
356	Spectrogram 1	1	665024.817070085	665025.668324270	0.000	600.700	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	32.9928
357	Spectrogram 1	1	665022.128898976	665022.308110383	29.300	468.900	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	30.3046
358	Spectrogram 1	1	665020.121731214	665020.309903192	0.000	454.200	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	28.2975
359	Spectrogram 1	1	665040.650397921	665040.820648758	0.000	366.300	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	48.8261
360	Spectrogram 1	1	665041.600218380	665041.940720054	0.000	337.000	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	49.7760
361	Spectrogram 1	1	665041.394125261	665041.555415528	0.000	307.700	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	49.5699
362	Spectrogram 1	1	665041.376204121	665041.904877772	0.000	337.000	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	49.5520
363	Spectrogram 1	1	665047.702366799	665047.935341628	0.000	659.300	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	55.8781
364	Spectrogram 1	1	665049.333190605	665049.610968286	0.000	381.000	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	57.5089
365	Spectrogram 1	1	665049.691613420	665049.852903686	0.000	263.700	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	57.8674
366	Spectrogram 1	1	665051.447885211	665051.555412056	44.000	1011.000	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	59.6236
367	Spectrogram 1	1	665051.680860041	665051.815268596	0.000	1113.600	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	59.8566
368	Spectrogram 1	1	665051.412042930	665051.779426315	0.000	1113.600	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	59.5878
369	Spectrogram 1	1	665012.738221233	665014.745388995	0.000	615.400	S1130_048K_MGV_10457639_20250519_160000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_160000.flac	20.9140
